row#,Name,FIPS,Source,ToxPi Score,Baseline.Health,Baseline.SocialEconomic,Baseline.Infrastructure,Baseline.Environment
1,"AL, Autauga",01001,"+32.5363818,-086.6444901",0.589832783349917,0.529535873907383,0.456048282886071,0.742275918696418,0.631471057909797
2,"AL, Baldwin",01003,"+30.6592183,-087.7460666",0.478183583218438,0.467259081563055,0.347616359767287,0.57747559308882,0.520383298454591
3,"AL, Barbour",01005,"+31.8706701,-085.4054562",0.704689592183745,0.800426639012259,0.807918883117521,0.803178846482138,0.40723400012306
4,"AL, Bibb",01007,"+33.0158929,-087.1271475",0.591064403999732,0.654047546468957,0.456367203432827,0.788376635184266,0.465466230912878
5,"AL, Blount",01009,"+33.9774479,-086.5672464",0.62417545244701,0.700176539062272,0.507877826920903,0.798055838314779,0.490591605490087
6,"AL, Bullock",01011,"+32.1017589,-085.7172613",0.659893751321491,0.711832125717137,0.642257339403422,0.865733910407488,0.419751629757918
7,"AL, Butler",01013,"+31.7516670,-086.6819689",0.588081243845593,0.8472929098941,0.420677356216318,0.649414881179564,0.434939828092392
8,"AL, Calhoun",01015,"+33.7717061,-085.8225133",0.733033759222158,0.770878291546311,0.651015716147437,0.868625798887124,0.64161523030776
9,"AL, Chambers",01017,"+32.9179433,-085.3918121",0.688636471833292,0.877102682580757,0.597034151697952,0.744094565960867,0.536314487093592
10,"AL, Cherokee",01019,"+34.0695153,-085.6542417",0.583956053732848,0.718529029838687,0.425923454348311,0.786293449125812,0.405078281618582
11,"AL, Chilton",01021,"+32.8540595,-086.7266275",0.674814844594609,0.808852475518086,0.560707724620309,0.736137040098776,0.593562138141265
12,"AL, Choctaw",01023,"+31.9910082,-088.2488874",0.594143080031491,0.703049929723262,0.633702022905343,0.746687010096417,0.293133357400944
13,"AL, Clarke",01025,"+31.6855211,-087.8186244",0.658642542441399,0.835632183571209,0.65578998655602,0.703337200702234,0.439810798936133
14,"AL, Clay",01027,"+33.2678085,-085.8620510",0.553146861139112,0.686487943312966,0.451913483417217,0.711434010065876,0.362752007760391
15,"AL, Cleburne",01029,"+33.6719810,-085.5161090",0.586537814126224,0.641935258767897,0.495627248343151,0.676123589592445,0.532465159801403
16,"AL, Coffee",01031,"+31.4021833,-085.9892014",0.552212116640501,0.668248638364697,0.528692201058987,0.631096250653199,0.380811376485122
17,"AL, Colbert",01033,"+34.7031120,-087.8014569",0.644291969323857,0.725359721837658,0.481327242411229,0.773889275517819,0.596591637528722
18,"AL, Conecuh",01035,"+31.4282925,-086.9920291",0.662991318537089,0.797934254874655,0.609104622830745,0.790799974537148,0.454126421905809
19,"AL, Coosa",01037,"+32.9314453,-086.2434818",0.622361324682598,0.666369910626816,0.596552188851866,0.76528149346054,0.461241705791172
20,"AL, Covington",01039,"+31.2439873,-086.4487206",0.633124600882681,0.731292481479498,0.593147869689476,0.76154798692108,0.446510065440671
21,"AL, Crenshaw",01041,"+31.7328256,-086.3192219",0.568799148652191,0.699026894355757,0.524932334817645,0.734578346590635,0.316659018844728
22,"AL, Cullman",01043,"+34.1319229,-086.8692666",0.56370383711027,0.65519778446106,0.411740019796877,0.653217672992881,0.534659871190262
23,"AL, Dale",01045,"+31.4306536,-085.6094760",0.635887476484061,0.719871080453535,0.543373855604023,0.808557578036451,0.471747391842236
24,"AL, Dallas",01047,"+32.3335397,-087.1143556",0.772658748403648,0.854745259575725,0.666661491734305,0.972209950150986,0.597018292153577
25,"AL, DeKalb",01049,"+34.4609290,-085.8039920",0.646029904473704,0.816642456539712,0.549547506032668,0.728682002639834,0.489247652682604
26,"AL, Elmore",01051,"+32.5972286,-086.1427385",0.554834359179023,0.591576442425058,0.440021771002079,0.638303631297226,0.549435591991726
27,"AL, Escambia",01053,"+31.1217475,-087.1684290",0.679412452191725,0.902194290586209,0.562026639444453,0.785430644492532,0.467998234243706
28,"AL, Etowah",01055,"+34.0476377,-086.0344203",0.694112201050834,0.802269248847067,0.551455277633185,0.731219276161127,0.691505001561957
29,"AL, Fayette",01057,"+33.7322485,-087.7520486",0.59192359296816,0.724882884367356,0.597370298977346,0.785648407836407,0.259792780691529
30,"AL, Franklin",01059,"+34.4419884,-087.8428147",0.586219949597901,0.684565511422895,0.579983209230626,0.7097854784841,0.370545599253983
31,"AL, Geneva",01061,"+31.0908664,-085.8243464",0.609191979396729,0.806749592659909,0.590838239808544,0.764653923879117,0.274526161239347
32,"AL, Greene",01063,"+32.8444965,-087.9642005",0.736972691621857,0.739701038407634,0.75639084474302,0.962069407856501,0.489729475480271
33,"AL, Hale",01065,"+32.7527958,-087.6230608",0.667466375513444,0.774557447011338,0.627159555372396,0.814343037760954,0.453805461909089
34,"AL, Henry",01067,"+31.5169779,-085.2399712",0.560713900525517,0.62152569536031,0.524831486166662,0.672432836257566,0.424065584317528
35,"AL, Houston",01069,"+31.1581928,-085.2963976",0.658610937211737,0.729797142231475,0.580164521209384,0.711661461832928,0.612820623573161
36,"AL, Jackson",01071,"+34.7635224,-085.9774003",0.633508242667679,0.763061469366734,0.484580209376984,0.763757493426608,0.522633798500389
37,"AL, Jefferson",01073,"+33.5534439,-086.8965359",0.716015577399076,0.625537559142971,0.640194199325077,0.756747882235934,0.841582668892325
38,"AL, Lamar",01075,"+33.7870852,-088.0874309",0.577168750156462,0.683321030869957,0.534937144168065,0.737927080915273,0.352489744672552
39,"AL, Lauderdale",01077,"+34.9041221,-087.6509966",0.535970880633658,0.562408360171163,0.378202058924706,0.633253183713369,0.570019919725395
40,"AL, Lawrence",01079,"+34.5297759,-087.3218651",0.586253841657543,0.671530976099014,0.38868394763018,0.773589532825792,0.511210910075184
41,"AL, Lee",01081,"+32.6040644,-085.3530477",0.52415009174245,0.475584154859761,0.38422723302967,0.660125841868493,0.576663137211877
42,"AL, Limestone",01083,"+34.8102387,-086.9813995",0.59243955528449,0.571519559125086,0.470376118447023,0.625460566769394,0.702401976796455
43,"AL, Lowndes",01085,"+32.1478880,-086.6505859",0.711454843139198,0.784793196577775,0.625402190876376,0.93564972756859,0.499974257534053
44,"AL, Macon",01087,"+32.3870267,-085.6928870",0.677607126822934,0.727043303900129,0.612777785104933,0.86368961566367,0.506917802623003
45,"AL, Madison",01089,"+34.7642377,-086.5510803",0.495462717153556,0.368694288374308,0.322844906034772,0.560150676640941,0.730160997564203
46,"AL, Marengo",01091,"+32.2475911,-087.7910910",0.641473595569232,0.733696830425053,0.590127016627612,0.82336816198614,0.41870237323812
47,"AL, Marion",01093,"+34.1382194,-087.8815510",0.600461937931408,0.719333686387805,0.515557881457043,0.754788833467817,0.412167350412967
48,"AL, Marshall",01095,"+34.3095637,-086.3216681",0.616941225839372,0.744373276868327,0.537078028563184,0.702081329370107,0.484232268555868
49,"AL, Mobile",01097,"+30.6845730,-088.1965684",0.665987405465197,0.6766907286643,0.547960033046323,0.715789027350832,0.723509832799335
50,"AL, Monroe",01099,"+31.5803324,-087.3832656",0.60137506951001,0.807223927128458,0.468546643342564,0.783903568420303,0.345826139148713
51,"AL, Montgomery",01101,"+32.2036505,-086.2038308",0.699983148231346,0.667337545185527,0.63670924723451,0.727450179502063,0.768435621003285
52,"AL, Morgan",01103,"+34.4544844,-086.8464021",0.599440006512046,0.547407278864608,0.42382593199063,0.75976785385397,0.666758961338976
53,"AL, Perry",01105,"+32.6390053,-087.2938269",0.619919243185196,0.768128038935145,0.550201900189158,0.832780874731182,0.328566158885297
54,"AL, Pickens",01107,"+33.2968085,-088.0968780",0.664207606912965,0.839534885896653,0.678887814399199,0.751293806720296,0.387113920635711
55,"AL, Pike",01109,"+31.7987263,-085.9419965",0.602197557699146,0.679027260852446,0.457559852683088,0.783675017876524,0.488528099384528
56,"AL, Randolph",01111,"+33.2964753,-085.4640679",0.57399938308493,0.709807767488402,0.527270988868851,0.739120212077255,0.31979856390521
57,"AL, Russell",01113,"+32.2898113,-085.1869798",0.754975048637098,0.801517924297635,0.685962145151925,0.797893803102635,0.734526321996196
58,"AL, St. Clair",01115,"+33.7129627,-086.3156631",0.630620438174529,0.754085942913967,0.372518110005491,0.634252891314809,0.761624808463849
59,"AL, Shelby",01117,"+33.2629366,-086.6781042",0.429002137393595,0.352720878339434,0.113426681860955,0.489172838966225,0.760688150407765
60,"AL, Sumter",01119,"+32.5974811,-088.2000571",0.656269280805691,0.702375332845272,0.628872867903624,0.876982698231816,0.416846224242051
61,"AL, Talladega",01121,"+33.3692774,-086.1758045",0.744023179078463,0.82161802215437,0.611323979560066,0.880933890815642,0.662216823783774
62,"AL, Tallapoosa",01123,"+32.8633694,-085.7995532",0.696168487836311,0.816039616545174,0.644190016254692,0.836107207893405,0.488337110651974
63,"AL, Tuscaloosa",01125,"+33.2902022,-087.5228598",0.587436474559301,0.522320495450455,0.395258959966253,0.689085041183632,0.743081401636862
64,"AL, Walker",01127,"+33.7915714,-087.3010918",0.721649574034569,0.818402191854595,0.665993561096062,0.766228017775852,0.635974525411766
65,"AL, Washington",01129,"+31.4069737,-088.2020776",0.60566697625957,0.71234333483708,0.434161110268575,0.829845045299444,0.446318414633181
66,"AL, Wilcox",01131,"+31.9903296,-087.3022049",0.643945468011063,0.769703897252023,0.620282764832095,0.78561318533122,0.400182024628912
67,"AL, Winston",01133,"+34.1558884,-087.3641471",0.569769003682357,0.662684860079528,0.617310647720345,0.769417728304609,0.229662778624947
68,"AK, Aleutians East",02013,"+55.2437223,-161.9507485",0.372078438058056,0.251626560196935,0.50444931261102,0.679789829461692,0.0524480499625792
