ToxPi Score,FIPS,Name,Source,Socioeconomic Stressors!1!0x88cceeff,Governance!1!0x44aa99ff,Housing Composition & Disability!1!0x117733ff,Minority Status & Language!1!0x332288ff,Housing Type & Transportation!1!0xddcc77ff
0.502692499192604,01001,"AL, Autauga","+32.5363818,-086.6444901",0.491129889753204,0.586290479704797,0.519649996228408,0.404160725317936,0.512231404958678
0.473309090934141,01003,"AL, Baldwin","+30.6592183,-087.7460666",0.330684425541441,0.812173284132841,0.397224108018405,0.37384655708821,0.452617079889807
0.70741379904926,01005,"AL, Barbour","+31.8706701,-085.4054562",0.931109743130561,0.62848,0.780644187976163,0.428790987004588,0.768044077134986
0.529758845085775,01007,"AL, Bibb","+33.0158929,-087.1271475",0.70871341429291,0.70192,0.344421814890247,0.207898775860042,0.685840220385675
0.584486080533321,01009,"AL, Blount","+33.9774479,-086.5672464",0.687167720633499,0.90497889298893,0.540695481632345,0.28446434046968,0.505123966942149
0.579457432971906,01011,"AL, Bullock","+32.1017589,-085.7172613",0.971402988415692,0.313963394833948,0.758391793015011,0.370113010633446,0.483415977961433
0.468098451413637,01013,"AL, Butler","+31.7516670,-086.6819689",0.732553584419945,0.395668191881919,0.518216791129215,0.2016018990035,0.492451790633609
0.611082305640244,01015,"AL, Calhoun","+33.7717061,-085.8225133",0.835357322737702,0.543337269372694,0.720902164894018,0.367605404805619,0.588209366391185
0.579325932602088,01017,"AL, Chambers","+32.9179433,-085.3918121",0.746824108791762,0.54112,0.649241909934374,0.249636481749867,0.709807162534435
0.535594798104765,01019,"AL, Cherokee","+34.0695153,-085.6542417",0.705075829649113,0.8488,0.553820623067059,0.247853295383412,0.322424242424242
0.582067290805042,01021,"AL, Chilton","+32.8540595,-086.7266275",0.69617773798198,0.70208,0.77717432299917,0.281956734641854,0.452947658402204
0.596045279453521,01023,"AL, Choctaw","+31.9910082,-088.2488874",0.811293301247972,0.508,0.750471449045787,0.181095255789273,0.729366391184573
0.630347568666854,01025,"AL, Clarke","+31.6855211,-087.8186244",0.879679892551346,0.6448,0.759296975182922,0.247630397087605,0.620330578512397
0.513785882026936,01027,"AL, Clay","+33.2678085,-085.8620510",0.771056018803515,0.588187453874539,0.573885494455759,0.200153060080755,0.43564738292011
0.571103603608792,01029,"AL, Cleburne","+33.6719810,-085.5161090",0.802395209580838,0.81936,0.634004676774534,0.170006065572885,0.429752066115702
0.549274300672227,01031,"AL, Coffee","+31.4021833,-085.9892014",0.577256701550171,0.62608,0.711246888436298,0.440493147534446,0.39129476584022
0.54959448493567,01033,"AL, Colbert","+34.7031120,-087.8014569",0.712686775980749,0.749947453874539,0.662367051369088,0.200877479542128,0.422093663911846
0.640150090880749,01035,"AL, Conecuh","+31.4282925,-086.9920291",0.885891767866137,0.87216,0.711397752130949,0.206672835233105,0.524628099173554
0.620011188464055,01037,"AL, Coosa","+32.9314453,-086.2434818",0.731378364765796,0.82656,0.550878781021347,0.338015656037266,0.653223140495868
0.60462103088917,01039,"AL, Covington","+31.2439873,-086.4487206",0.734512283843528,0.731897859778598,0.765934977747605,0.241779316822677,0.548980716253444
0.58639931990656,01041,"AL, Crenshaw","+31.7328256,-086.3192219",0.637528680955845,0.87456,0.83291845817304,0.0832429039300849,0.503746556473829
0.523972375811146,01043,"AL, Cullman","+34.1319229,-086.8692666",0.617493983994628,0.84608,0.536622161876744,0.244899892963972,0.374765840220386
0.572863576334887,01045,"AL, Dale","+31.4306536,-085.6094760",0.750293804913537,0.68208,0.634985290789771,0.371338951260384,0.425619834710744
0.612053680965281,01047,"AL, Dallas","+32.3335397,-087.1143556",0.967261738205831,0.4539563099631,0.793618465716225,0.155239053475684,0.690192837465565
0.594158246361416,01049,"AL, DeKalb","+34.4609290,-085.8039920",0.695282332531199,0.824,0.607075507279173,0.311044962244642,0.533388429752066
0.519555562819879,01051,"AL, Elmore","+32.5972286,-086.1427385",0.56500083944261,0.734182730627306,0.516481858640718,0.427732220099506,0.354380165289256
0.571211676988352,01053,"AL, Escambia","+31.1217475,-087.1684290",0.903576025519055,0.55751557195572,0.615976465263634,0.282736878677178,0.496253443526171
0.57085487713965,01055,"AL, Etowah","+34.0476377,-086.0344203",0.788012759527674,0.62832,0.623972241080184,0.326090597211602,0.487878787878788
0.598574648152344,01057,"AL, Fayette","+33.7322485,-087.7520486",0.851754435055124,0.63872,0.727615599306027,0.153901663700843,0.620881542699725
0.619766306300516,01059,"AL, Franklin","+34.4419884,-087.8428147",0.72790866864402,0.88352,0.651278569812175,0.204443852275036,0.63168044077135
0.599955642965515,01061,"AL, Geneva","+31.0908664,-085.8243464",0.810901561363255,0.683787453874539,0.605868597721958,0.347154486165345,0.552066115702479
0.708686982692692,01063,"AL, Greene","+32.8444965,-087.9642005",0.779786221948626,0.864,0.817756656860526,0.276217103524828,0.805674931129477
0.608687996365563,01065,"AL, Hale","+32.7527958,-087.6230608",0.873356091555207,0.59776,0.731990646450932,0.196586687347846,0.643746556473829
0.558194453825224,01067,"AL, Henry","+31.5169779,-085.2399712",0.75991941350943,0.64288,0.726182394206834,0.245847210721151,0.416143250688705
0.591595120589434,01069,"AL, Houston","+31.1581928,-085.2963976",0.747999328445912,0.683434981549816,0.679263785170099,0.338517177202831,0.508760330578512
0.568164478758714,01071,"AL, Jackson","+34.7635224,-085.9774003",0.722368347417315,0.86288,0.541600663800256,0.214028478994729,0.499944903581267
0.599020165464675,01073,"AL, Jefferson","+33.5534439,-086.8965359",0.734232469640159,0.530209594095941,0.582182997661613,0.509742983556517,0.638732782369146
0.569799327393037,01075,"AL, Lamar","+33.7870852,-088.0874309",0.802339246740165,0.67392,0.647733272987855,0.117290618614575,0.60771349862259
0.491974105149677,01077,"AL, Lauderdale","+34.9041221,-087.6509966",0.541552409200291,0.767225977859779,0.418118729727691,0.262174510889,0.470798898071625
0.493382289726987,01079,"AL, Lawrence","+34.5297759,-087.3218651",0.780401813196038,0.66496,0.410424681300445,0.171510629069581,0.439614325068871
0.498065443298058,01081,"AL, Lee","+32.6040644,-085.3530477",0.642733225138508,0.756065239852399,0.364411254431621,0.294996284946552,0.432121212121212
0.544408946371016,01083,"AL, Limestone","+34.8102387,-086.9813995",0.646314846941631,0.773418745387454,0.543788187372709,0.427007800638134,0.331515151515152
0.599416326017307,01085,"AL, Lowndes","+32.1478880,-086.6505859",0.96340030219934,0.51184,0.74428603756506,0.248299091975026,0.529256198347107
0.595683547433029,01087,"AL, Macon","+32.3870267,-085.6928870",0.917398847165482,0.54464,0.742928264313193,0.299621424584543,0.473829201101928
0.453932454251753,01089,"AL, Madison","+34.7642377,-086.5510803",0.465442945883933,0.722774612546125,0.378290714339594,0.388167772593798,0.314986225895317
0.578529100402106,01091,"AL, Marengo","+32.2475911,-087.7910910",0.876266159270245,0.51872,0.605416006638003,0.260948570262062,0.63129476584022
0.557603558385742,01093,"AL, Marion","+34.1382194,-087.8815510",0.762941406905815,0.67008,0.693746699856679,0.175244175524345,0.486005509641873
0.575363200353678,01095,"AL, Marshall","+34.3095637,-086.3216681",0.609883037662992,0.765471881918819,0.728369917779286,0.33127298258911,0.441818181818182
0.588877600210179,01097,"AL, Mobile","+30.6845730,-088.1965684",0.789523756225866,0.76352,0.514746926152221,0.314834233273358,0.561763085399449
0.502690012340549,01099,"AL, Monroe","+31.5803324,-087.3832656",0.908668644020371,0.410856088560886,0.479972844534963,0.241500693952918,0.472451790633609
0.615378632444421,01101,"AL, Montgomery","+32.2036505,-086.2038308",0.819855615871062,0.627372398523985,0.680244399185336,0.460219646713348,0.489201101928375
0.506001233103683,01103,"AL, Morgan","+34.4544844,-086.8464021",0.579663103699144,0.692882656826568,0.543939051067361,0.349884990288978,0.363636363636364
0.619986202297882,01105,"AL, Perry","+32.6390053,-087.2938269",0.769321170742627,0.97536,0.54190239118956,0.0998488269676921,0.713498622589532
0.628794353540163,01107,"AL, Pickens","+33.2968085,-088.0968780",0.796742962672785,0.58016,0.595760730180282,0.349049121679703,0.822258953168044
0.506264897714027,01109,"AL, Pike","+31.7987263,-085.9419965",0.825843639823158,0.499702730627306,0.537376480350004,0.193856183224213,0.474545454545455
0.559189053715677,01111,"AL, Randolph","+33.2964753,-085.4640679",0.736974648833175,0.64848,0.422342913177944,0.234869469652666,0.753278236914601
0.637652175255428,01113,"AL, Russell","+32.2898113,-085.1869798",0.883261514354469,0.588954686346864,0.666289507430037,0.411683542801416,0.638071625344353
0.501991238033909,01115,"AL, St. Clair","+33.7129627,-086.3156631",0.626951704068499,0.828628782287823,0.459379950214981,0.314499885829648,0.280495867768595
0.344825937553213,01117,"AL, Shelby","+33.2629366,-086.6781042",0.208629470031899,0.78336295202952,0.285962133212642,0.343365215136629,0.102809917355372
0.650924634501565,01119,"AL, Sumter","+32.5974811,-088.2000571",0.929822597795064,0.863473948339484,0.642302179980388,0.104919763197297,0.714104683195592
0.609431954529981,01121,"AL, Talladega","+33.3692774,-086.1758045",0.886843136157591,0.653589963099631,0.613336350607226,0.29427186548518,0.599118457300276
0.609809194842713,01123,"AL, Tallapoosa","+32.8633694,-085.7995532",0.805305277295876,0.56781667896679,0.626008900957984,0.28412999302597,0.765785123966942
0.514833114127269,01125,"AL, Tuscaloosa","+33.2902022,-087.5228598",0.644915775924786,0.832,0.330466923134948,0.270198849538045,0.496584022038568
0.651737206783023,01127,"AL, Walker","+33.7915714,-087.3010918",0.867479993284459,0.75984,0.773176435090895,0.216591809396507,0.641597796143251
0.527494030084937,01129,"AL, Washington","+31.4069737,-088.2020776",0.807375902400806,0.73232,0.419476502979558,0.245735761573248,0.432561983471074
0.640327737738099,01131,"AL, Wilcox","+31.9903296,-087.3022049",0.976719458279702,0.805840885608856,0.539262276533152,0.331551605458868,0.548264462809917
0.640427107687216,01133,"AL, Winston","+34.1558884,-087.3641471",0.782024735575578,0.8784,0.829901184280003,0.163820637864246,0.547988980716253
0.582188595747131,02013,"AK, Aleutians East","+55.2437223,-161.9507485",0.380043651015726,0.99824,0.318624123104775,0.511610962190911,0.702424242424242
0.584767296487203,02016,"AK, Aleutians West","+51.9594469,+178.3388130",0.252112597235436,0.99104,0.463076110733952,0.530390143612635,0.687217630853994
0.53495494666538,02020,"AK, Anchorage","+61.1775490,-149.2743541",0.39442610106889,0.578384354243542,0.466847703100249,0.734620707145622,0.500495867768595
0.721267648589486,02050,"AK, Bethel","+60.9289164,-160.1533502",0.929990486317086,0.824165313653137,0.581277815493701,0.644458346491769,0.626446280991735
0.478432755093168,02060,"AK, Bristol Bay","+58.7313725,-156.9866122",0.278806872236835,0.432202804428044,0.583314475371502,0.467867171638825,0.629972451790634
0.421186505914314,02068,"AK, Denali","+63.6827316,-150.0267191",0.266271195925905,0.73568,0.0485026778305801,0.502806479506542,0.55267217630854
0.663611086196639,02070,"AK, Dillingham","+59.8248160,-158.6022333",0.559628406737926,0.857961033210332,0.670211963490986,0.55741656197921,0.672837465564738
0.548315711725662,02090,"AK, Fairbanks North Star","+64.6908322,-146.5998673",0.418266271195926,0.796570627306273,0.449950969299238,0.614311351983898,0.462479338842975
0.415473538857996,02100,"AK, Haines","+59.0999054,-135.5781024",0.20185796631037,0.28383704797048,0.555706419250207,0.482522734588123,0.553443526170799
0.487055985540082,02105,"AK, ","+58.0764336,-135.1850997",0.418490122558621,0.687576383763838,0.412612204872897,0.485086064989901,0.431515151515151
0.447711371884553,02110,"AK, Juneau","+58.3727004,-134.1787807",0.26324920252952,0.467162509225092,0.29976616127329,0.645238490527092,0.563140495867769
0.503459565293241,02122,"AK, Kenai Peninsula","+60.3663727,-152.3219731",0.453354972298394,0.506598081180812,0.449121218978653,0.607011432796225,0.501212121212121
0.545655152504716,02130,"AK, Ketchikan Gateway","+55.4499378,-131.1066847",0.440987184509486,0.507083985239853,0.51105076563325,0.621109750006005,0.648044077134986
0.531665376934534,02150,"AK, Kodiak Island","+57.5536114,-153.6309109",0.472718115171526,0.340553800738007,0.422569208719921,0.718739203569387,0.703746556473829
0.693689775447936,02164,"AK, Lake and Peninsula","+58.2050652,-156.7051884",0.610834405954446,1,0.734555329260013,0.427466855523841,0.695592286501377
0.601839058315117,02170,"AK, Matanuska-Susitna","+62.1821735,-149.4079740",0.53858637864458,0.976,0.515199517236177,0.641337770350473,0.338071625344353
0.736720140138711,02180,"AK, Nome","+64.7836858,-164.1889119",0.787285242598914,0.97026184501845,0.675416760956476,0.615815915480594,0.634820936639119
0.577322574960288,02185,"AK, North Slope","+69.4493427,-153.4728302",0.635402093010241,0.590120442804428,0.655125594025798,0.50927053008494,0.496694214876033
0.680120997158156,02188,"AK, Northwest Arctic","+67.0050655,-160.0210864",0.840170127035649,0.819347306273063,0.587387795127103,0.447639151294358,0.706060606060606
0.542878982370314,02195,"AK, Petersburg","+56.6396123,-133.5279958",0.281940791314567,0.162829225092251,0.819567021196349,0.569341620804874,0.880716253443526
0.572036746875121,02198,"AK, Prince of Wales-Hyder","+55.4156834,-132.8757340",0.513962728748111,0.535489003690037,0.715697367428528,0.448753642773392,0.646280991735537
0.414657752629955,02220,"AK, Sitka","+57.1425085,-135.3326236",0.198444233029269,0.122869667896679,0.554650373387644,0.539473249166762,0.657851239669422
0.373340896758217,02230,"AK, Skagway","+59.5750974,-135.3354181",0.267950081146119,0.472797933579336,0.174021271780946,0.33997927441967,0.611955922865014
0.544980170059225,02240,"AK, Southeast Fairbanks","+63.8649972,-143.2186282",0.460518215904639,0.454430110701107,0.633929244927208,0.585334573529013,0.59068870523416
0.480126875138252,02261,"AK, Valdez-Cordova","+61.3498403,-145.0231406",0.314063461861324,0.376375793357934,0.500113147770989,0.459062688954456,0.751019283746556
