row#,Name,FIPS,Source,ToxPi Score,ClimateChange.Health,ClimateChange.SocialEconomic,ClimateChange.ExtremeEvents
1,"AL, Autauga",01001,"+32.5363818,-086.6444901",0.54515951686645,0.804262993240146,0.534223978851918,0.296991578507285
2,"AL, Baldwin",01003,"+30.6592183,-087.7460666",0.670513736648719,0.762053868734824,0.640375678033345,0.609111663177987
3,"AL, Barbour",01005,"+31.8706701,-085.4054562",0.578408098433298,0.82227698439725,0.558273380283151,0.354673930619493
4,"AL, Bibb",01007,"+33.0158929,-087.1271475",0.582571780969651,0.824911065976001,0.526621956165064,0.396182320767887
5,"AL, Blount",01009,"+33.9774479,-086.5672464",0.600932628861831,0.80964203822311,0.61784156190001,0.375314286462374
6,"AL, Bullock",01011,"+32.1017589,-085.7172613",0.644294567292827,0.879709352473479,0.67283578419448,0.380338565210523
7,"AL, Butler",01013,"+31.7516670,-086.6819689",0.579085476007621,0.834001165630551,0.606712004911807,0.296543257480507
8,"AL, Calhoun",01015,"+33.7717061,-085.8225133",0.608317873871187,0.892466554872966,0.652337413077946,0.280149653662648
9,"AL, Chambers",01017,"+32.9179433,-085.3918121",0.555322414680047,0.870488584987144,0.497787203758666,0.297691455294331
10,"AL, Cherokee",01019,"+34.0695153,-085.6542417",0.637498312508174,0.885851020599858,0.690111594623953,0.336532322300711
11,"AL, Chilton",01021,"+32.8540595,-086.7266275",0.608775396679272,0.984488683706359,0.494068841948449,0.347768664383009
12,"AL, Choctaw",01023,"+31.9910082,-088.2488874",0.603509255948713,0.801282535803065,0.624240196689376,0.385005035353698
13,"AL, Clarke",01025,"+31.6855211,-087.8186244",0.554202673943888,0.832070131343491,0.452693315449316,0.377844575038857
14,"AL, Clay",01027,"+33.2678085,-085.8620510",0.656695502783991,1,0.604619042812619,0.365467465539355
15,"AL, Cleburne",01029,"+33.6719810,-085.5161090",0.682966289230618,0.931169938353067,0.772785822172998,0.34494310716579
16,"AL, Coffee",01031,"+31.4021833,-085.9892014",0.521355445924893,0.75227655565812,0.501209979104847,0.310579803011712
17,"AL, Colbert",01033,"+34.7031120,-087.8014569",0.535899669556202,0.754768179831159,0.48969171575054,0.363239113086908
18,"AL, Conecuh",01035,"+31.4282925,-086.9920291",0.584692701613404,0.817458367317371,0.58285632557361,0.353763411949232
19,"AL, Coosa",01037,"+32.9314453,-086.2434818",0.62304102115055,0.944869734404528,0.573375326522871,0.350878002524252
20,"AL, Covington",01039,"+31.2439873,-086.4487206",0.536550585102511,0.775350434165551,0.510396530536018,0.323904790605963
21,"AL, Crenshaw",01041,"+31.7328256,-086.3192219",0.589532475813694,0.815020343493281,0.625257171851116,0.328319912096684
22,"AL, Cullman",01043,"+34.1319229,-086.8692666",0.614598544984517,0.840499049788271,0.595646432405198,0.407650152760083
23,"AL, Dale",01045,"+31.4306536,-085.6094760",0.498181627696874,0.77127194962802,0.436153016611541,0.287119916851061
24,"AL, Dallas",01047,"+32.3335397,-087.1143556",0.536588575280871,0.795201072075096,0.540873524480915,0.273691129286601
25,"AL, DeKalb",01049,"+34.4609290,-085.8039920",0.630782357929929,0.802243686888661,0.677194806544984,0.412908580356141
26,"AL, Elmore",01051,"+32.5972286,-086.1427385",0.565489744288964,0.839093353635943,0.479423299216443,0.377952580014507
27,"AL, Escambia",01053,"+31.1217475,-087.1684290",0.607170607317111,0.781714814603368,0.650562452677501,0.389234554670464
28,"AL, Etowah",01055,"+34.0476377,-086.0344203",0.560942511660724,0.897023906239135,0.482601044993482,0.303202583749554
29,"AL, Fayette",01057,"+33.7322485,-087.7520486",0.556435821075641,0.782865500796695,0.549909081025317,0.336532881404912
30,"AL, Franklin",01059,"+34.4419884,-087.8428147",0.586303682963821,0.80720888265613,0.582890271766903,0.368811894468431
31,"AL, Geneva",01061,"+31.0908664,-085.8243464",0.541289317342883,0.736651142455392,0.550687269409011,0.336529540164246
32,"AL, Greene",01063,"+32.8444965,-087.9642005",0.580520852451165,0.806000097060818,0.596295548845407,0.33926691144727
33,"AL, Hale",01065,"+32.7527958,-087.6230608",0.591895773871161,0.800984373736457,0.645385046844233,0.329317901032795
34,"AL, Henry",01067,"+31.5169779,-085.2399712",0.578915349149866,0.81556458463601,0.585492350738347,0.335689112075241
35,"AL, Houston",01069,"+31.1581928,-085.2963976",0.503454275614413,0.759990077964196,0.496501480650216,0.253871268228826
36,"AL, Jackson",01071,"+34.7635224,-085.9774003",0.629919718737732,0.78788356187781,0.628820824058467,0.47305477027692
37,"AL, Jefferson",01073,"+33.5534439,-086.8965359",0.548791016974662,0.835079019950466,0.492601098316583,0.318692932656938
38,"AL, Lamar",01075,"+33.7870852,-088.0874309",0.599480251382096,0.764510228250834,0.625672591050054,0.408257934845402
39,"AL, Lauderdale",01077,"+34.9041221,-087.6509966",0.527132108862537,0.724623755239569,0.482490037680087,0.374282533667956
40,"AL, Lawrence",01079,"+34.5297759,-087.3218651",0.568909149449658,0.709060707239869,0.5772237053699,0.420443035739204
41,"AL, Lee",01081,"+32.6040644,-085.3530477",0.48754678491003,0.807745974413649,0.366367973515059,0.288526406801384
42,"AL, Limestone",01083,"+34.8102387,-086.9813995",0.581318295762037,0.733732628384918,0.603050571798727,0.407171687102465
43,"AL, Lowndes",01085,"+32.1478880,-086.6505859",0.622467268219084,0.833086662656046,0.67738367309034,0.356931468910865
44,"AL, Macon",01087,"+32.3870267,-085.6928870",0.536054997078863,0.824786353823782,0.451312791682352,0.332065845730456
45,"AL, Madison",01089,"+34.7642377,-086.5510803",0.541015968834469,0.75880093835318,0.494637821559307,0.369609146590919
46,"AL, Marengo",01091,"+32.2475911,-087.7910910",0.566871063490514,0.781916136250814,0.587734580867148,0.33096247335358
47,"AL, Marion",01093,"+34.1382194,-087.8815510",0.565732817235347,0.813960296730446,0.504281353755958,0.378956801219638
48,"AL, Marshall",01095,"+34.3095637,-086.3216681",0.637890682882533,0.813820476664884,0.656317946139981,0.443533625842735
49,"AL, Mobile",01097,"+30.6845730,-088.1965684",0.662529009396362,0.804694009243722,0.660752299231633,0.522140719713732
50,"AL, Monroe",01099,"+31.5803324,-087.3832656",0.568570599590205,0.823709686048622,0.514150184542624,0.367851928179368
51,"AL, Montgomery",01101,"+32.2036505,-086.2038308",0.509567228195285,0.829162127347007,0.432072383015108,0.26746717422374
52,"AL, Morgan",01103,"+34.4544844,-086.8464021",0.573024229274284,0.760330031640565,0.603099757488113,0.355642898694173
53,"AL, Perry",01105,"+32.6390053,-087.2938269",0.56026173113935,0.805876344419254,0.516814675354762,0.358094173644033
54,"AL, Pickens",01107,"+33.2968085,-088.0968780",0.580094740037455,0.824262314407672,0.585014580796447,0.331007324908248
55,"AL, Pike",01109,"+31.7987263,-085.9419965",0.557876328704972,0.836521989046907,0.497005408132465,0.340101588935544
56,"AL, Randolph",01111,"+33.2964753,-085.4640679",0.646445425341602,0.894336632023924,0.6782592941691,0.366740349831783
57,"AL, Russell",01113,"+32.2898113,-085.1869798",0.536919170607401,0.894906439214247,0.450836632513969,0.265014440093987
58,"AL, St. Clair",01115,"+33.7129627,-086.3156631",0.56219769555685,0.837627880192803,0.517312183903781,0.331653022573965
59,"AL, Shelby",01117,"+33.2629366,-086.6781042",0.547920277627653,0.815362545303452,0.497169160909673,0.331229126669835
60,"AL, Sumter",01119,"+32.5974811,-088.2000571",0.571475470896234,0.78803556880547,0.556985446209639,0.369405397673594
61,"AL, Talladega",01121,"+33.3692774,-086.1758045",0.623461852143624,0.902010345506825,0.617479069164963,0.350896141759084
62,"AL, Tallapoosa",01123,"+32.8633694,-085.7995532",0.565297292363625,0.914121468707849,0.442215960215337,0.33955444816769
63,"AL, Tuscaloosa",01125,"+33.2902022,-087.5228598",0.537535622807642,0.819673763941044,0.484169459390168,0.308763645091715
64,"AL, Walker",01127,"+33.7915714,-087.3010918",0.574350971379894,0.823942296844039,0.554945701969538,0.344164915326106
65,"AL, Washington",01129,"+31.4069737,-088.2020776",0.674148734975751,0.775708600497881,0.740441638917896,0.506295965511476
66,"AL, Wilcox",01131,"+31.9903296,-087.3022049",0.574481620375443,0.842648950715551,0.548784465384441,0.332011445026338
67,"AL, Winston",01133,"+34.1558884,-087.3641471",0.554013207281043,0.848774776471596,0.439432900293351,0.373831945078182
68,"AK, Aleutians East",02013,"+55.2437223,-161.9507485",0.330022440677557,0.101842504715277,0.378921337216125,0.50930348010127
69,"AK, Aleutians West",02016,"+51.9594469,+178.3388130",0.305015491224757,0.0766009758542219,0.472357895604927,0.366087602215122
70,"AK, Anchorage",02020,"+61.1775490,-149.2743541",0.26301143959812,0.0633702860051187,0.409559847999091,0.31610418479015
71,"AK, Bethel",02050,"+60.9289164,-160.1533502",0.298962014109988,0.0457293662063145,0.308901252723976,0.542255423399675
72,"AK, Bristol Bay",02060,"+58.7313725,-156.9866122",0.271895100931052,0.0445095153691631,0.361911957274769,0.409263830149225
73,"AK, Denali",02068,"+63.6827316,-150.0267191",0.291459419502893,0.099496637720755,0.478865803256593,0.29601581753133
74,"AK, Dillingham",02070,"+59.8248160,-158.6022333",0.220196089592198,0.0440403419702587,0.342775886147621,0.273772040658713
75,"AK, Fairbanks North Star",02090,"+64.6908322,-146.5998673",0.192265813318217,0.0981829522038228,0.299893179346594,0.178721308404236
76,"AK, Haines",02100,"+59.0999054,-135.5781024",0.284027564823638,0.0514532816729478,0.415084537884979,0.385544874912988
77,"AK, ",02105,"+58.0764336,-135.1850997",0.262046414834728,0.0450725234478484,0.323689561294828,0.417377159761509
78,"AK, Juneau",02110,"+58.3727004,-134.1787807",0.311705002176074,0.0741612741799192,0.413559379584878,0.447394352763423
79,"AK, Kenai Peninsula",02122,"+60.3663727,-152.3219731",0.295902378480103,0.0460108702456571,0.439005380085164,0.402690885109489
80,"AK, Ketchikan Gateway",02130,"+55.4499378,-131.1066847",0.231766264304451,0.0613059230499395,0.281673708056922,0.352319161806491
81,"AK, Kodiak Island",02150,"+57.5536114,-153.6309109",0.260205722386566,0.0719092418651782,0.378698731615866,0.330009193678653
82,"AK, Lake and Peninsula",02164,"+58.2050652,-156.7051884",0.271514146282424,0.0408499628577091,0.468121628431684,0.305570847557878
83,"AK, Matanuska-Susitna",02170,"+62.1821735,-149.4079740",0.251415597369547,0.0568956931002384,0.422386275667473,0.27496482334093
84,"AK, Nome",02180,"+64.7836858,-164.1889119",0.305223925996211,0.0409437975374899,0.323094883657303,0.55163309679384
85,"AK, North Slope",02185,"+69.4493427,-153.4728302",0.267695669981777,0.0748181169383853,0.342752896499232,0.385515996507714
86,"AK, Northwest Arctic",02188,"+67.0050655,-160.0210864",0.254823973546028,0.0420698136948604,0.359531535628015,0.362870571315207
87,"AK, Petersburg",02195,"+56.6396123,-133.5279958",0.302777759401491,0.0477937291614937,0.439133592839971,0.421405956203009
88,"AK, Prince of Wales-Hyder",02198,"+55.4156834,-132.8757340",0.257715481029009,0.0477937291614937,0.384229952474306,0.341122761451226
89,"AK, Sitka",02220,"+57.1425085,-135.3326236",0.321563053919827,0.0565203543811149,0.419320160387528,0.488848646990837
90,"AK, Skagway",02230,"+59.5750974,-135.3354181",0.264450443006323,0.0450725234478484,0.353100750194236,0.395178055376884
91,"AK, Southeast Fairbanks",02240,"+63.8649972,-143.2186282",0.248281277840262,0.0782900000902776,0.4738124398155,0.192741393615008
92,"AK, Valdez-Cordova",02261,"+61.3498403,-145.0231406",0.329095845247953,0.0743489435394809,0.430253282942802,0.482685309261577
93,"AK, ",02270,"+62.2831737,-163.1909497",0.229527047778032,0.0426328217735456,0.257119472188529,0.388828849372023
94,"AK, Wrangell",02275,"+56.2791206,-132.0403255",0.281544896284675,0.0477937291614937,0.338250666652007,0.458590293040523
95,"AK, Yakutat",02282,"+59.9990832,-140.2395926",0.243871407351563,0.055769676942868,0.314230347249351,0.361614197862471
96,"AK, Yukon-Koyukuk",02290,"+65.3761313,-151.5768554",0.206613766476742,0.0500457614762347,0.280090107640315,0.289705430313675
97,"AZ, Apache",04001,"+35.3858453,-109.4937467",0.424168113865716,0.412239510394281,0.288210289428571,0.572054541774298
98,"AZ, Cochise",04003,"+31.8817928,-109.7541201",0.535792798691137,0.502751984220333,0.357741519798901,0.746884892054177
99,"AZ, Coconino",04005,"+35.8296919,-111.7737277",0.486938556569795,0.350811651114503,0.437182210096234,0.672821808498648
100,"AZ, Gila",04007,"+33.7896177,-110.8118696",0.50672266075149,0.593198457502039,0.23855859385173,0.688410930900702
101,"AZ, Graham",04009,"+32.9318277,-109.8783103",0.54017118004574,0.436960769690437,0.401247102484062,0.782305667962723
102,"AZ, Greenlee",04011,"+33.2388723,-109.2423231",0.473884878505989,0.339522376526478,0.382675217188321,0.699457041803167
103,"AZ, La Paz",04012,"+33.7276249,-114.0387933",0.344502898936312,0.473125063540734,0.225086962331143,0.33529667093706
104,"AZ, Maricopa",04013,"+33.3465408,-112.4955335",0.290389271530497,0.505633910825706,0.235351099460068,0.130182804305716
105,"AZ, Mohave",04015,"+35.7177050,-113.7496891",0.368284076648561,0.521504619964564,0.266489239044423,0.316858370936697
106,"AZ, Navajo",04017,"+35.3909336,-110.3209076",0.435449941162805,0.486854345178517,0.263236113722337,0.556259364587561
107,"AZ, Pima",04019,"+32.1282374,-111.7830177",0.416457538588094,0.510805091214752,0.252346963718085,0.486220560831445
108,"AZ, Pinal",04021,"+32.9189100,-111.3672569",0.434166593859539,0.549386094531077,0.375766590282809,0.377347096764731
109,"AZ, Santa Cruz",04023,"+31.5259036,-110.8451898",0.49571947131429,0.478986433014675,0.315939909198446,0.692232071729749
110,"AZ, Yavapai",04025,"+34.6300439,-112.5737449",0.455053969322276,0.436505309388361,0.397410862265925,0.531245736312542
111,"AZ, Yuma",04027,"+32.7739424,-113.9109050",0.282546143885107,0.475820981846151,0.31994292762139,0.0518745221877784
112,"AR, Arkansas",05001,"+34.2895735,-091.3765467",0.52831933434736,0.730194030688138,0.581487811384165,0.273276160969776
113,"AR, Ashley",05003,"+33.1908354,-091.7722672",0.547082008177685,0.694753572393823,0.553283644752059,0.393208807387173
114,"AR, Baxter",05005,"+36.2807100,-092.3304383",0.487007100650783,0.626713795354247,0.38055226657799,0.453755240020112
115,"AR, Benton",05007,"+36.3378246,-094.2561871",0.423292330142591,0.538359924283144,0.361035459433979,0.370481606710651
116,"AR, Boone",05009,"+36.3043077,-093.0792041",0.511785980133612,0.578994480652494,0.468225383374628,0.488138076373714
117,"AR, Bradley",05011,"+33.4638194,-092.1681641",0.472646155475709,0.743222211922433,0.421537913545918,0.253178340958776
118,"AR, Calhoun",05013,"+33.5604604,-092.5138790",0.495525908477695,0.746844557418894,0.375247892261916,0.364485275752275
119,"AR, Carroll",05015,"+36.3377742,-093.5416633",0.578944951769908,0.59427577362052,0.63805786029542,0.504501221393785
120,"AR, Chicot",05017,"+33.2671393,-091.2971578",0.541441038132648,0.687337897289029,0.556076638245055,0.38090857886386
121,"AR, Clark",05019,"+34.0533118,-093.1762051",0.536539897430462,0.729697795287875,0.506457852343381,0.37346404466013
122,"AR, Clay",05021,"+36.3673021,-090.4187041",0.600177120020767,0.611211748279797,0.710678986573261,0.478640625209243
123,"AR, Cleburne",05023,"+35.5662882,-092.0599743",0.548023866899023,0.614893956446065,0.581153982509799,0.448023661741205
124,"AR, Cleveland",05025,"+33.8932006,-092.1887141",0.516631497572437,0.707381757999811,0.507326296440826,0.335186438276676
125,"AR, Columbia",05027,"+33.2150704,-093.2269012",0.510324054947184,0.793033419095578,0.442829821820177,0.295108923925798
126,"AR, Conway",05029,"+35.2657024,-092.6892483",0.524827662326268,0.588546984836353,0.60085709459544,0.385078907547013
127,"AR, Craighead",05031,"+35.8282682,-090.6304114",0.506940936987103,0.612637629068451,0.570291722479094,0.337893459413764
128,"AR, Crawford",05033,"+35.5830407,-094.2362241",0.496205159373355,0.518772450401355,0.567007773241626,0.402835254477085
129,"AR, Crittenden",05035,"+35.2118784,-090.3153314",0.479489734253896,0.683464841749945,0.503233613749885,0.251770747261857
130,"AR, Cross",05037,"+35.2912586,-090.7738942",0.552307301924887,0.690106516449407,0.676017864887275,0.290797524437979
131,"AR, Dallas",05039,"+33.9678233,-092.6539989",0.511406280887618,0.77088955769521,0.432535160834477,0.330794124133168
132,"AR, Desha",05041,"+33.8287478,-091.2444274",0.519171539745414,0.682904468359456,0.613679000752335,0.26093115012445
133,"AR, Drew",05043,"+33.5872418,-091.7227781",0.492209286338815,0.681263112159689,0.483266236558073,0.312098510298685
134,"AR, Faulkner",05045,"+35.1463563,-092.3246543",0.468398590546424,0.583801200541298,0.459494358477373,0.361900212620601
135,"AR, Franklin",05047,"+35.5085730,-093.8876719",0.558559548529286,0.564836525512424,0.591799870794983,0.519042249280451
136,"AR, Fulton",05049,"+36.3834433,-091.8192392",0.557646211000572,0.630967498665458,0.436434837757275,0.605536296578983
137,"AR, Garland",05051,"+34.5788613,-093.1469148",0.452465058223024,0.709764235691356,0.323104389767626,0.324526549210091
138,"AR, Grant",05053,"+34.2880633,-092.4239843",0.532384488640048,0.719414877487206,0.518568421801719,0.359170166631219
139,"AR, Greene",05055,"+36.1199223,-090.5652409",0.554707021256994,0.600932981965466,0.654806656594836,0.408381425210678
140,"AR, Hempstead",05057,"+33.7286109,-093.6658093",0.532236712660044,0.740595250716666,0.531057312712331,0.325057574551135
141,"AR, Hot Spring",05059,"+34.3151767,-092.9441474",0.51302598773725,0.701367962825708,0.459203128071718,0.378506872314323
142,"AR, Howard",05061,"+34.0831786,-093.9909884",0.505891900081638,0.721578052328954,0.499401761182259,0.296695886733701
143,"AR, Independence",05063,"+35.7374992,-091.5599423",0.546996587479481,0.585554442576636,0.582877436073313,0.472557883788495
144,"AR, Izard",05065,"+36.0948792,-091.9136252",0.564217750795982,0.621854051312846,0.48430211486984,0.586497086205261
145,"AR, Jackson",05067,"+35.5966053,-091.2231780",0.603227537521903,0.680742528025321,0.686787533997025,0.442152550543363
146,"AR, Jefferson",05069,"+34.2776955,-091.9307012",0.503806399597687,0.781121470063498,0.49576105528017,0.234536673449392
147,"AR, Johnson",05071,"+35.5733586,-093.4663223",0.489970290014772,0.538116746301311,0.564503709953814,0.36729041378919
148,"AR, Lafayette",05073,"+33.2406596,-093.6116427",0.559748278681785,0.771033426246995,0.580758088547558,0.327453321250803
149,"AR, Lawrence",05075,"+36.0410983,-091.1011529",0.594621602725432,0.626942391675154,0.705394162581543,0.4515282539196
150,"AR, Lee",05077,"+34.7797500,-090.7792884",0.557100137681521,0.722474064906126,0.67584114734529,0.272985200793146
151,"AR, Lincoln",05079,"+33.9576649,-091.7276236",0.511520725403237,0.653735421456754,0.581816319673801,0.299010435079157
152,"AR, Little River",05081,"+33.6994970,-094.2297740",0.517925162536801,0.703099318839426,0.581523325985513,0.269152842785465
153,"AR, Logan",05083,"+35.2185495,-093.7205628",0.498204000069331,0.564632009105856,0.539402544864474,0.390577446237664
154,"AR, Lonoke",05085,"+34.7551137,-091.8941320",0.52473399860502,0.649602486271478,0.532159050489648,0.392440459053934
155,"AR, Madison",05087,"+36.0125452,-093.7240531",0.588566220216457,0.576426887977747,0.616162781646201,0.573108991025422
156,"AR, Marion",05089,"+36.2666562,-092.6785880",0.524651290575818,0.571491110972133,0.502829715793433,0.499633044961888
157,"AR, Miller",05091,"+33.3055048,-093.9015091",0.420494246477342,0.722577320841349,0.434077651955404,0.104827766635274
158,"AR, Mississippi",05093,"+35.7669426,-090.0522086",0.516769285670843,0.636800613117515,0.624552686637346,0.288954557257667
159,"AR, Monroe",05095,"+34.6795127,-091.2033140",0.574301051137201,0.746643849031038,0.599163703456932,0.377095600923634
160,"AR, Montgomery",05097,"+34.5456518,-093.6641468",0.52899342852756,0.664588017257043,0.486891885274007,0.435500383051631
161,"AR, Nevada",05099,"+33.6666991,-093.3050716",0.504903082305485,0.725329603018587,0.497183574309335,0.292196069588534
162,"AR, Newton",05101,"+35.9100625,-093.2150843",0.519383669114967,0.554000957895179,0.495342213732576,0.508807835717146
163,"AR, Ouachita",05103,"+33.5911582,-092.8784177",0.515897276769987,0.806730828257351,0.397723447149358,0.343237554903253
164,"AR, Perry",05105,"+34.9463629,-092.9268772",0.518266635814499,0.576019528454654,0.570476007549475,0.408304371439368
165,"AR, Phillips",05107,"+34.4258423,-090.8483856",0.541387355715679,0.737153855106645,0.655143078437708,0.231865133602685
166,"AR, Pike",05109,"+34.1581907,-093.6586589",0.527710522476575,0.722300255542814,0.426545951126317,0.434285360760594
167,"AR, Poinsett",05111,"+35.5689809,-090.6805953",0.568970917682419,0.661839445220106,0.691351617720857,0.353721690106295
168,"AR, Polk",05113,"+34.4909149,-094.2308841",0.472106660449599,0.646427079844952,0.402889585189883,0.367003316313961
169,"AR, Pope",05115,"+35.4552965,-093.0315353",0.491215115425847,0.55402432569816,0.561544190269882,0.358076830309498
170,"AR, Prairie",05117,"+34.8282250,-091.5571995",0.602935842497759,0.70746388011815,0.684877808250576,0.416465839124552
171,"AR, Pulaski",05119,"+34.7739877,-092.3165149",0.467755449923703,0.692034701595105,0.437238313482495,0.27399333469351
172,"AR, Randolph",05121,"+36.3412985,-091.0284409",0.609322254823254,0.637052591583347,0.631991162112037,0.558923010774378
173,"AR, St. Francis",05123,"+35.0144383,-090.7421993",0.543443478478711,0.696878976666753,0.664972075312037,0.268479383457343
