row#,Name,FIPS,Source,ToxPi Score,Transportation Sources,Exposures & Risks,Pollution Sources,Criteria Air Pollutants,Land Use
14,"AL, Clay",01027,"+33.2678085,-085.8620510",0.450490095111336,0.431021625652498,0.479407011831725,0.218825481250152,0.770210057288351,0.352986299533954
15,"AL, Cleburne",01029,"+33.6719810,-085.5161090",0.548866265086152,0.794867014665672,0.489828888806909,0.266425939932174,0.828453214513049,0.364756267512953
16,"AL, Coffee",01031,"+31.4021833,-085.9892014",0.457178244088041,0.562453392990306,0.54116158450964,0.326176592578135,0.291852323360917,0.564247327001207
17,"AL, Colbert",01033,"+34.7031120,-087.8014569",0.585109844737841,0.626771066368382,0.638558264938823,0.655451728596872,0.422978994271165,0.581789169513962
18,"AL, Conecuh",01035,"+31.4282925,-086.9920291",0.463446305046865,0.72508078548347,0.489089043198087,0.36596969770903,0.368555060471038,0.368536938372701
19,"AL, Coosa",01037,"+32.9314453,-086.2434818",0.505401962811495,0.754598558289834,0.528936325738726,0.21589772366848,0.709739019732654,0.317838186627779
20,"AL, Covington",01039,"+31.2439873,-086.4487206",0.494930484884744,0.579977628635347,0.48220808825247,0.517920316197819,0.338637810311903,0.555908581026179
21,"AL, Crenshaw",01041,"+31.7328256,-086.3192219",0.417232025276179,0.613037534178474,0.476104614182298,0.167101763973943,0.455760661998727,0.374155552047454
22,"AL, Cullman",01043,"+34.1319229,-086.8692666",0.581369633694778,0.504909271687795,0.59983986569362,0.38436577451387,0.816995544239338,0.600737712339263
23,"AL, Dale",01045,"+31.4306536,-085.6094760",0.476691316017162,0.578796917723092,0.587293030456254,0.419645253373021,0.227880330999363,0.569841047534081
24,"AL, Dallas",01047,"+32.3335397,-087.1143556",0.588998279038442,0.494780014914243,0.61438755471299,0.58847927391612,0.598345003182686,0.648999548466173
25,"AL, DeKalb",01049,"+34.4609290,-085.8039920",0.609975829087579,0.758202833706189,0.542189865444901,0.351452899699905,0.851368555060471,0.546664991526431
26,"AL, Elmore",01051,"+32.5972286,-086.1427385",0.582949655804457,0.591909023117077,0.651223201082899,0.459731134262083,0.633672819859962,0.578212100700263
27,"AL, Escambia",01053,"+31.1217475,-087.1684290",0.48361169450215,0.538901317424807,0.502155940893662,0.6203674335765,0.372692552514322,0.38394122810146
28,"AL, Etowah",01055,"+34.0476377,-086.0344203",0.665352666951169,0.626336067611235,0.607664969636327,0.546856320296679,0.847867600254615,0.69803837695699
29,"AL, Fayette",01057,"+33.7322485,-087.7520486",0.391528551944151,0.242729306487696,0.418519242357295,0.258716178300437,0.648631444939529,0.389046587635798
30,"AL, Franklin",01059,"+34.4419884,-087.8428147",0.479245588877766,0.594208302261994,0.43587544485219,0.353990289604021,0.51973265436028,0.492421253310346
31,"AL, Geneva",01061,"+31.0908664,-085.8243464",0.37602084361749,0.320283370618941,0.492006995403705,0.265254836899505,0.260661998726926,0.541897016438372
32,"AL, Greene",01063,"+32.8444965,-087.9642005",0.463315948459972,0.696308724832215,0.555346280776638,0.270549198526362,0.370782940802037,0.423592597362605
33,"AL, Hale",01065,"+32.7527958,-087.6230608",0.482300740321553,0.62434750186428,0.544874967054228,0.394344548271403,0.410884786760025,0.43705189765783
34,"AL, Henry",01067,"+31.5169779,-085.2399712",0.435477268895817,0.598993288590604,0.543150475700961,0.305121135969942,0.283577339274348,0.44654410494323
35,"AL, Houston",01069,"+31.1581928,-085.2963976",0.565157963093714,0.689845886154611,0.572274132319375,0.62644253055847,0.178230426479949,0.758996839956164
36,"AL, Jackson",01071,"+34.7635224,-085.9774003",0.557054856786889,0.621053939845886,0.572034010527226,0.452240954448972,0.857415658816041,0.28252972029632
37,"AL, Jefferson",01073,"+33.5534439,-086.8965359",0.728347822128585,0.699043002734278,0.770912750568704,0.817649498621514,0.742520687460216,0.61161317125821
38,"AL, Lamar",01075,"+33.7870852,-088.0874309",0.441566027815795,0.357320407655978,0.447203788308446,0.450533095859663,0.549968173138129,0.402804674116761
39,"AL, Lauderdale",01077,"+34.9041221,-087.6509966",0.57446483949294,0.400447427293065,0.724501572315505,0.644814209383463,0.410248249522597,0.692312738950068
40,"AL, Lawrence",01079,"+34.5297759,-087.3218651",0.599502377412895,0.680027342779021,0.563002502441647,0.399565715958719,0.799809038828772,0.555107287056318
41,"AL, Lee",01081,"+32.6040644,-085.3530477",0.562616282738878,0.457556549838429,0.659417004070685,0.507404786883646,0.682367918523234,0.506335154378396
42,"AL, Limestone",01083,"+34.8102387,-086.9813995",0.671560315567479,0.576497638578176,0.735811357898573,0.554810061726889,0.800763844684914,0.689918674948843
43,"AL, Lowndes",01085,"+32.1478880,-086.6505859",0.500640365898237,0.600857568978374,0.563098328342152,0.354844218898675,0.578294080203692,0.406107633068293
44,"AL, Macon",01087,"+32.3870267,-085.6928870",0.550525504653444,0.652622421078797,0.675412202147143,0.294995974333325,0.613621896880968,0.515975028826989
45,"AL, Madison",01089,"+34.7642377,-086.5510803",0.704162263890045,0.590417598806861,0.845733757005722,0.703027789299046,0.845003182686187,0.536628991652409
46,"AL, Marengo",01091,"+32.2475911,-087.7910910",0.423668680692655,0.607568978374347,0.508668566295624,0.350135408788152,0.245385105028644,0.406585344976509
47,"AL, Marion",01093,"+34.1382194,-087.8815510",0.522444903149237,0.725142928163062,0.397494146232688,0.381486812891893,0.635264162953533,0.472836465505009
48,"AL, Marshall",01095,"+34.3095637,-086.3216681",0.555038713391449,0.492294307730549,0.569603947320161,0.381999170468685,0.86187141947804,0.46942472195981
49,"AL, Mobile",01097,"+30.6845730,-088.1965684",0.61342329448517,0.80089485458613,0.678399460594073,0.753848781320907,0.196371737746658,0.637601638178083
50,"AL, Monroe",01099,"+31.5803324,-087.3832656",0.407237710610556,0.470606512552821,0.444820689326807,0.360894917900798,0.375875238701464,0.383991194570887
51,"AL, Montgomery",01101,"+32.2036505,-086.2038308",0.69807522215086,0.742605021128511,0.692768138276561,0.689560104423354,0.66995544239338,0.695487404532493
52,"AL, Morgan",01103,"+34.4544844,-086.8464021",0.661747710459126,0.532500621426796,0.66633419135038,0.700295215556152,0.828771483131763,0.58083704083054
53,"AL, Perry",01105,"+32.6390053,-087.2938269",0.439863923250577,0.540144171016654,0.47346060746739,0.306048259204138,0.508274984086569,0.371391594478136
54,"AL, Pickens",01107,"+33.2968085,-088.0968780",0.464612896365838,0.643301019139945,0.480842883641689,0.359748212847976,0.456078930617441,0.383093435582141
55,"AL, Pike",01109,"+31.7987263,-085.9419965",0.50116571069907,0.515970668655232,0.576000947094093,0.452850903945153,0.484723106301719,0.476282927499153
56,"AL, Randolph",01111,"+33.2964753,-085.4640679",0.422446164491133,0.240865026099925,0.487412832137207,0.139312464927904,0.792807129217059,0.45183337007357
57,"AL, Russell",01113,"+32.2898113,-085.1869798",0.672380355236009,0.740802883420333,0.861445633415143,0.541000805133335,0.684277530235519,0.534374923975712
58,"AL, St. Clair",01115,"+33.7129627,-086.3156631",0.687152167523743,0.877206065125528,0.677560271976826,0.564471661746407,0.781985996180777,0.534536842589176
59,"AL, Shelby",01117,"+33.2629366,-086.6781042",0.685135206646396,0.710663683818046,0.670727739772953,0.686876326640154,0.700509229789943,0.656899053210885
60,"AL, Sumter",01119,"+32.5974811,-088.2000571",0.400979628498881,0.683755903554561,0.522230451091873,0.27208627125674,0.112985359643539,0.41384015694769
61,"AL, Talladega",01121,"+33.3692774,-086.1758045",0.620011728845685,0.50186428038777,0.613366601625056,0.649547417473833,0.762571610439211,0.572708734302557
62,"AL, Tallapoosa",01123,"+32.8633694,-085.7995532",0.533387596565347,0.521314939100174,0.568308465334989,0.441579037255715,0.702418841502228,0.433316699633629
63,"AL, Tuscaloosa",01125,"+33.2902022,-087.5228598",0.652951260085512,0.655853840417599,0.83156540166711,0.615927001244297,0.437937619350732,0.723472437747824
64,"AL, Walker",01127,"+33.7915714,-087.3010918",0.613262470007571,0.682699478001491,0.585774689966504,0.535364871788616,0.760025461489497,0.502447848791745
65,"AL, Washington",01129,"+31.4069737,-088.2020776",0.46143232152638,0.609992542878449,0.442228389098952,0.567423817307927,0.27466581795035,0.412851040396224
66,"AL, Wilcox",01131,"+31.9903296,-087.3022049",0.447881436464918,0.650012428535919,0.548433563512814,0.232683533803401,0.422660725652451,0.385616930820007
67,"AL, Winston",01133,"+34.1558884,-087.3641471",0.388346276064373,0.136403181705195,0.402026923244499,0.236294434820797,0.757797581158498,0.409209259392875
68,"AK, Aleutians East",02013,"+55.2437223,-161.9507485",0.166810563966796,0.00453641561024111,0.104478266632511,0.0847585819894113,0,0.640279555601814
69,"AK, Aleutians West",02016,"+51.9594469,+178.3388130",0.2360725593742,0,0.13717500207139,0.402908239197794,0,0.640279555601814
70,"AK, Anchorage",02020,"+61.1775490,-149.2743541",0.495093039078982,0.772060651255282,0.78610693981792,0.634786639666236,0,0.282510964655472
71,"AK, Bethel",02050,"+60.9289164,-160.1533502",0.193769181545835,0.0342406164553816,0.229427109278246,0.0648986263937346,0,0.640279555601814
72,"AK, Bristol Bay",02060,"+58.7313725,-156.9866122",0.170024113302283,0.00453641561024111,0.103247845598233,0.102056749701125,0,0.640279555601814
73,"AK, Denali",02068,"+63.6827316,-150.0267191",0.18231707563791,0.0279020631369625,0.10201746623585,0.141386293214922,0,0.640279555601814
74,"AK, Dillingham",02070,"+59.8248160,-158.6022333",0.181961930445312,0.00410141685309471,0.126677368380232,0.138751311391417,0,0.640279555601814
75,"AK, Fairbanks North Star",02090,"+64.6908322,-146.5998673",0.409454780137333,0.577989062888392,0.501460085937714,0.515334130334008,0,0.452490621526549
76,"AK, Haines",02100,"+59.0999054,-135.5781024",0.173422617928302,0.191275167785235,0.153300700188218,0.0700466001415083,0,0.452490621526549
77,"AK, ",02105,"+58.0764336,-135.1850997",0.182540842273316,0.030884911757395,0.18547376159405,0.0865396345182619,0,0.609805903496871
78,"AK, Juneau",02110,"+58.3727004,-134.1787807",0.20686728040811,0.329356201839423,0.217908855874311,0.198623953936614,0,0.288447390390201
79,"AK, Kenai Peninsula",02122,"+60.3663727,-152.3219731",0.35232202068354,0.660576684066617,0.223825081452441,0.236928782296826,0,0.640279555601814
80,"AK, Ketchikan Gateway",02130,"+55.4499378,-131.1066847",0.232797126478913,0.410576684066617,0.192987112546216,0.262278283358138,0,0.298143552423592
81,"AK, Kodiak Island",02150,"+57.5536114,-153.6309109",0.292329565987382,0.270320656226697,0.193641611325762,0.357406006782638,0,0.640279555601814
82,"AK, Lake and Peninsula",02164,"+58.2050652,-156.7051884",0.168515738345069,0.00453641561024111,0.112174607209072,0.0855881133042184,0,0.640279555601814
83,"AK, Matanuska-Susitna",02170,"+62.1821735,-149.4079740",0.27103426136424,0.357258264976386,0.293230069904438,0.347768804742967,0,0.35691416719741
84,"AK, Nome",02180,"+64.7836858,-164.1889119",0.15313056735528,0.0316927665920954,0.197018451648039,0.10522848708127,0,0.431713131454997
85,"AK, North Slope",02185,"+69.4493427,-153.4728302",0.230842350295384,0.19537658463833,0.136546681576151,0.182008929660624,0,0.640279555601814
86,"AK, Northwest Arctic",02188,"+67.0050655,-160.0210864",0.190716434529725,0.197675863783246,0.324748215333706,0.0867104203771928,0,0.344447673154479
87,"AK, Petersburg",02195,"+56.6396123,-133.5279958",0.147630939886271,0.0319413373104648,0.0937451867357988,0.159977553858541,0,0.452490621526549
88,"AK, Prince of Wales-Hyder",02198,"+55.4156834,-132.8757340",0.154738346644664,0.00410141685309471,0.109399692403876,0.207700002439798,0,0.452490621526549
89,"AK, Sitka",02220,"+57.1425085,-135.3326236",0.159461192695908,0.25292070594084,0.109923424777575,0.15551272354649,0,0.278949109214634
90,"AK, Skagway",02230,"+59.5750974,-135.3354181",0.192827088633748,0.313136962465822,0.131023046918822,0.0674848122575451,0,0.452490621526549
91,"AK, Southeast Fairbanks",02240,"+63.8649972,-143.2186282",0.291649613837898,0.570904797414864,0.132515200789886,0.114548515382926,0,0.640279555601814
92,"AK, Valdez-Cordova",02261,"+61.3498403,-145.0231406",0.239383278319668,0.233656475267214,0.10869290373075,0.214287456998561,0,0.640279555601814
93,"AK, ",02270,"+62.2831737,-163.1909497",0.140430566498898,0,0,0.0618732768926733,0,0.640279555601814
94,"AK, Wrangell",02275,"+56.2791206,-132.0403255",0.138230476226558,0.00534427044494159,0.0914676343292798,0.14184985483202,0,0.452490621526549
95,"AK, Yakutat",02282,"+59.9990832,-140.2395926",0.125100188077303,0.00453641561024111,0.111651008185436,0.0568228950642887,0,0.452490621526549
96,"AK, Yukon-Koyukuk",02290,"+65.3761313,-151.5768554",0.272503759492933,0.406972408650261,0.229898301726997,0.085368531485593,0,0.640279555601814
97,"AZ, Apache",04001,"+35.3858453,-109.4937467",0.514506453890842,0.601230425055928,0.159299652811882,0.331495352184839,0.965308720560153,0.515198118841407
98,"AZ, Cochise",04003,"+31.8817928,-109.7541201",0.555779629215034,0.558662689535173,0.262453875415048,0.447532144338449,0.975493316359007,0.534756120427491
99,"AZ, Coconino",04005,"+35.8296919,-111.7737277",0.479991189111907,0.52411135968183,0.254442286954413,0.344109107765877,0.963080840229153,0.31421235092826
100,"AZ, Gila",04007,"+33.7896177,-110.8118696",0.501413532456613,0.649391001739995,0.305830417400342,0.365115768414375,0.992679821769574,0.19405065295878
101,"AZ, Graham",04009,"+32.9318277,-109.8783103",0.495856688967333,0.501180710912255,0.404696093744223,0.175860638739112,0.983131763208148,0.414414238232926
102,"AZ, Greenlee",04011,"+33.2388723,-109.2423231",0.370175278456016,0.238938603032563,0.195116960714426,0.193427184229146,0.984723106301719,0.238670538002227
103,"AZ, La Paz",04012,"+33.7276249,-114.0387933",0.605480796677874,0.823141933880189,0.241061016484555,0.344011515846488,0.943029917250159,0.676159599927976
104,"AZ, Maricopa",04013,"+33.3465408,-112.4955335",0.750328346100271,0.537099179716629,0.747879252471637,0.686607948861834,0.970719287078294,0.809336062372959
105,"AZ, Mohave",04015,"+35.7177050,-113.7496891",0.588152816855893,0.505903554561273,0.269469655609063,0.441725425134799,0.978039465308721,0.745625983665608
106,"AZ, Navajo",04017,"+35.3909336,-110.3209076",0.445184087235711,0.583581904051703,0.163180620674129,0.280015614707102,0.966900063653724,0.232242233091899
107,"AZ, Pima",04019,"+32.1282374,-111.7830177",0.72383418595753,0.490616455381556,0.745985186593211,0.644179861907434,0.942393380012731,0.79599604589272
108,"AZ, Pinal",04021,"+32.9189100,-111.3672569",0.616448926697391,0.315871240367885,0.473906168449959,0.577792958743016,0.983768300445576,0.730905965480516
109,"AZ, Santa Cruz",04023,"+31.5259036,-110.8451898",0.542925249443575,0.677479492915735,0.251855604097976,0.298143313733623,0.971037555697008,0.516110280773533
110,"AZ, Yavapai",04025,"+34.6300439,-112.5737449",0.564427317654047,0.604151130996769,0.288950232959614,0.441017883719228,0.964035646085296,0.523981694509329
111,"AZ, Yuma",04027,"+32.7739424,-113.9109050",0.66972139253299,0.456872980362913,0.445869225958206,0.56417888598824,0.921705919796308,0.959979950559281
112,"AR, Arkansas",05001,"+34.2895735,-091.3765467",0.387956475600265,0.250248570718369,0.434924783916384,0.293312513723864,0.376830044557607,0.5844664650851
113,"AR, Ashley",05003,"+33.1908354,-091.7722672",0.389906024041274,0.298968431518767,0.43568673784383,0.428550516017274,0.22533418204965,0.560990252776849
114,"AR, Baxter",05005,"+36.2807100,-092.3304383",0.536460184231206,0.562080536912752,0.709388548459558,0.412472247297924,0.412794398472311,0.585565190013486
115,"AR, Benton",05007,"+36.3378246,-094.2561871",0.524714230906207,0.329853343276162,0.774575276732892,0.493644326249787,0.485041374920433,0.540456833351759
116,"AR, Boone",05009,"+36.3043077,-093.0792041",0.420571428857857,0.364839671886652,0.622029224552339,0.394539732110181,0.367600254614895,0.353848261125219
117,"AR, Bradley",05011,"+33.4638194,-092.1681641",0.381888677393911,0.474583644046731,0.44570916746121,0.211018127699027,0.210375556970083,0.567756890792506
118,"AR, Calhoun",05013,"+33.5604604,-092.5138790",0.469347780509468,0.613658960974397,0.569860876765917,0.496352502012833,0.160407383831954,0.506459178962237
119,"AR, Carroll",05015,"+36.3377742,-093.5416633",0.364442601625055,0.291946308724832,0.561243248393747,0.277209847024666,0.441120305537874,0.250693298444155
120,"AR, Chicot",05017,"+33.2671393,-091.2971578",0.518682343091078,0.631121053939846,0.41427011759893,0.411203552345866,0.361553150859325,0.775263840711422
121,"AR, Clark",05019,"+34.0533118,-093.1762051",0.47155172006564,0.873974645786726,0.521842010691793,0.519140215190182,0.0569700827498409,0.385831645909659
122,"AR, Clay",05021,"+36.3673021,-090.4187041",0.496517470874028,0.385036042754164,0.554353550684604,0.277502622782834,0.554423933800127,0.711271204348409
123,"AR, Cleburne",05023,"+35.5662882,-092.0599743",0.362797497240237,0.164429530201342,0.563199766068446,0.297923731914997,0.34373010821133,0.444704349805069
124,"AR, Cleveland",05025,"+33.8932006,-092.1887141",0.33619775491685,0.449167288093463,0.390996377474743,0.21589772366848,0.170910248249523,0.454017137098041
125,"AR, Columbia",05027,"+33.2150704,-093.2269012",0.461393234182153,0.534240616455382,0.609444376212547,0.516676019225608,0.172819859961808,0.47378529905542
126,"AR, Conway",05029,"+35.2657024,-092.6892483",0.473958639809659,0.328175490927169,0.683550131793047,0.515016956595994,0.297262889879058,0.545787729853026
127,"AR, Craighead",05031,"+35.8282682,-090.6304114",0.588887469916228,0.499316430524484,0.722245005875202,0.509893380828068,0.579248886059835,0.633733646293554
128,"AR, Crawford",05033,"+35.5830407,-094.2362241",0.623198019262803,0.939535172756649,0.750597685190638,0.482006489862639,0.446212603437301,0.497638145066786
129,"AR, Crittenden",05035,"+35.2118784,-090.3153314",0.738128381518069,0.78368133233905,0.83204388115182,0.746651377265962,0.560789306174411,0.767476010659104
130,"AR, Cross",05037,"+35.2912586,-090.7738942",0.506486995870669,0.531506338553318,0.495322394684306,0.334203527947886,0.599936346276257,0.571466371891575
131,"AR, Dallas",05039,"+33.9678233,-092.6539989",0.299887067380801,0.320904797414865,0.425994177368095,0.254178154048845,0.0773392743475493,0.421018933724652
132,"AR, Desha",05041,"+33.8287478,-091.2444274",0.436571392658739,0.518518518518519,0.432019919474479,0.247297923731915,0.382877148313176,0.602143453255607
133,"AR, Drew",05043,"+33.5872418,-091.7227781",0.329261327974931,0.32581406910266,0.41196986234413,0.28628589552785,0.248249522597072,0.373987290302945
134,"AR, Faulkner",05045,"+35.1463563,-092.3246543",0.591630126498076,0.592033308476261,0.864997504364561,0.545026471808134,0.268300445576066,0.687792902265359
135,"AR, Franklin",05047,"+35.5085730,-093.8876719",0.505801580258083,0.740678598061148,0.593340214130946,0.386634786639666,0.446212603437301,0.362141699021352
136,"AR, Fulton",05049,"+36.3834433,-091.8192392",0.29651000585597,0.0472284364901815,0.578697310377613,0.275672774294288,0.395607893061744,0.185343615056022
137,"AR, Garland",05051,"+34.5788613,-093.1469148",0.424535807839415,0.570345513298534,0.657686436955157,0.462292922146046,0.0872056015276894,0.34514856526965
138,"AR, Grant",05053,"+34.2880633,-092.4239843",0.382919820081004,0.415858811831966,0.533539769949719,0.34247444311611,0.141629535327817,0.481096540179409
139,"AR, Greene",05055,"+36.1199223,-090.5652409",0.595398294758322,0.369748943574447,0.793947326589407,0.489447873716056,0.562062380649268,0.761784949262434
140,"AR, Hempstead",05057,"+33.7286109,-093.6658093",0.476490064182155,0.582836191896595,0.509193965545115,0.615951399224144,0.159770846594526,0.514697917650393
141,"AR, Hot Spring",05059,"+34.3151767,-092.9441474",0.347340105518919,0.297787720606513,0.569695914403208,0.463049259521312,0.0668364099299809,0.339331223133582
142,"AR, Howard",05061,"+34.0831786,-093.9909884",0.329390526524377,0.213397961720109,0.533277987106659,0.296850220801718,0.253978357733927,0.349448105259473
143,"AR, Independence",05063,"+35.7374992,-091.5599423",0.512591672118169,0.429592344021874,0.632549975021976,0.518188693976139,0.405474220241884,0.577153127328971
144,"AR, Izard",05065,"+36.0948792,-091.9136252",0.336409047575496,0.138018891374596,0.589437907549496,0.16846805084539,0.395607893061744,0.390512495046253
145,"AR, Jackson",05067,"+35.5966053,-091.2231780",0.473583648249078,0.244282873477504,0.60566094321282,0.445067948373875,0.525461489497136,0.547444986684056
146,"AR, Jefferson",05069,"+34.2776955,-091.9307012",0.558606930914993,0.557171265224957,0.630979277963615,0.576353477932027,0.222151495862508,0.806379137591861
147,"AR, Johnson",05071,"+35.5733586,-093.4663223",0.518586497241964,0.666853094705444,0.657218028188978,0.484641471686144,0.38160407383832,0.402615817790936
148,"AR, Lafayette",05073,"+33.2406596,-093.6116427",0.358932609794326,0.228747203579418,0.473123209592797,0.416937077609974,0.190642902609803,0.485212655579639
149,"AR, Lawrence",05075,"+36.0410983,-091.1011529",0.551998180105603,0.50397713149391,0.605477395185035,0.362310000731939,0.502227880331,0.78599849278613
150,"AR, Lee",05077,"+34.7797500,-090.7792884",0.44326498294031,0.401938851603281,0.432100187878221,0.2085783297143,0.558243157224698,0.615464388281053
151,"AR, Lincoln",05079,"+33.9576649,-091.7276236",0.348191930288389,0.407966691523738,0.408331080825592,0.140629955839656,0.265436028007638,0.51859589524532
152,"AR, Little River",05081,"+33.6994970,-094.2297740",0.44852249883074,0.360738255033557,0.547888745160351,0.514382609119965,0.259707192870783,0.559895691969043
153,"AR, Logan",05083,"+35.2185495,-093.7205628",0.3998387084042,0.301454138702461,0.576899801530298,0.42759899480323,0.406429026098027,0.286811580886985
154,"AR, Lonoke",05085,"+34.7551137,-091.8941320",0.560082331694124,0.693201590852597,0.670093692794455,0.456754580720716,0.287078294080204,0.693283500022649
155,"AR, Madison",05087,"+36.0125452,-093.7240531",0.343726261691297,0.414180959482973,0.455007836853027,0.184399931685656,0.470082749840866,0.194959830593964
156,"AR, Marion",05089,"+36.2666562,-092.6785880",0.379258940573753,0.320594084016903,0.632627851458957,0.165271915485398,0.389879057924889,0.387921793982619
157,"AR, Miller",05091,"+33.3055048,-093.9015091",0.612353746958938,0.652000994282873,0.705124288469006,0.85002561787884,0.220878421387651,0.633739412776322
158,"AR, Mississippi",05093,"+35.7669426,-090.0522086",0.626054946735292,0.643798160576684,0.633050282245176,0.508990655573719,0.648949713558243,0.695485921722638
159,"AR, Monroe",05095,"+34.6795127,-091.2033140",0.469020164966797,0.683818046234154,0.41505546612811,0.133115378046698,0.429344366645449,0.683767567779572
160,"AR, Montgomery",05097,"+34.5456518,-093.6641468",0.284208222006975,0.409893114591101,0.370136964023101,0.155317539707712,0.336728198599618,0.148965293113344
161,"AR, Nevada",05099,"+33.6666991,-093.3050716",0.313282096495873,0.341411881680338,0.433040461389095,0.275867958133067,0.0967536600891152,0.419336521187749
162,"AR, Newton",05101,"+35.9100625,-093.2150843",0.264917062418764,0.148521004225702,0.547410717755941,0.105008905262644,0.39147040101846,0.13217428383107
163,"AR, Ouachita",05103,"+33.5911582,-092.8784177",0.501966341798205,0.366331096196868,0.685911861427038,0.673384243784615,0.136218968809675,0.647985538772827
164,"AR, Perry",05105,"+34.9463629,-092.9268772",0.296431996637329,0.269388516032811,0.520821057603858,0.236148046941713,0.251432208784214,0.20437015382405
165,"AR, Phillips",05107,"+34.4258423,-090.8483856",0.518943029282141,0.407904548844146,0.499881349980423,0.654500207382829,0.472628898790579,0.559800141412726
166,"AR, Pike",05109,"+34.1581907,-093.6586589",0.269652921339413,0.354523987074323,0.413721762681039,0.221826432771366,0.130171865054106,0.228020559116229
167,"AR, Poinsett",05111,"+35.5689809,-090.6805953",0.541105309212247,0.500186428038777,0.536635661146083,0.257642667187157,0.629217059197963,0.781844730491254
168,"AR, Polk",05113,"+34.4909149,-094.2308841",0.441991325573405,0.467375093214019,0.520032236427402,0.357967160319126,0.647676639083386,0.216905498823093
169,"AR, Pope",05115,"+35.4552965,-093.0315353",0.528524732791901,0.60340541884166,0.770805603792824,0.526118037426501,0.322406110757479,0.419888493141038
170,"AR, Prairie",05117,"+34.8282250,-091.5571995",0.465788745590008,0.630561769823515,0.432700554866436,0.254373337887623,0.377148313176321,0.634159752196145
171,"AR, Pulaski",05119,"+34.7739877,-092.3165149",0.622148677069166,0.793624161073825,0.786483595740804,0.733574060067826,0.247294716740929,0.549766851722446
172,"AR, Randolph",05121,"+36.3412985,-091.0284409",0.521500932308545,0.500372856077554,0.649041635718835,0.345548588576866,0.483131763208148,0.62940981796132
173,"AR, St. Francis",05123,"+35.0144383,-090.7421993",0.521907039587323,0.693698732289336,0.511870345776645,0.343694342108473,0.565563335455124,0.494708442307034
174,"AR, Saline",05125,"+34.6485246,-092.6744630",0.466339554443854,0.396843151876709,0.65813146778836,0.465659843364969,0.192234245703374,0.618829063485857
175,"AR, Scott",05127,"+34.8588693,-094.0636413",0.381775623798216,0.531444195873726,0.486184648270154,0.234830556029961,0.503182686187142,0.153236032630098
176,"AR, Searcy",05129,"+35.9096596,-092.6993507",0.335349036136243,0.421078796917723,0.558512978067877,0.167858101349208,0.377148313176321,0.152146991170084
177,"AR, Sebastian",05131,"+35.1969808,-094.2749890",0.67012424295705,0.661819537658464,0.87237978053886,0.739990728767658,0.436664544875875,0.639766622944393
178,"AR, Sevier",05133,"+33.9946083,-094.2432898",0.411475388840773,0.431953765846383,0.525319788677627,0.217020030741455,0.385741565881604,0.497341793056796
179,"AR, Sharp",05135,"+36.1733989,-091.4710689",0.433444651816803,0.541573452647278,0.61052907063075,0.229267816624783,0.406429026098027,0.379423893083176
180,"AR, Stone",05137,"+35.8569888,-092.1404941",0.313892087106167,0.334079045488441,0.511914981921592,0.174909117525069,0.393380012730745,0.155177277864986
181,"AR, Union",05139,"+33.1682186,-092.5981447",0.617352944445348,0.510564255530698,0.777799431232665,0.933613096835582,0.205919796308084,0.658868142319713
