row#,Name,FIPS,Source,ToxPi Score,Socioeconomic Stressors,Governance,Housing Composition & Disability,Minority Status & Language,Housing Type & Transportation
44,"AL, Macon",01087,"+32.3870267,-085.6928870",0.570343502245353,0.894879061490806,0.54464,0.699116592320476,0.229583690952543,0.48349816646294
45,"AL, Madison",01089,"+34.7642377,-086.5510803",0.415965510879892,0.373953733605747,0.722774612546125,0.398408116854719,0.280768433319749,0.303922658073119
46,"AL, Marengo",01091,"+32.2475911,-087.7910910",0.584615191697802,0.92348250181243,0.51872,0.692031837662906,0.205776834037564,0.583064784976109
47,"AL, Marion",01093,"+34.1382194,-087.8815510",0.536201616217866,0.741053186581428,0.67008,0.653459284527246,0.104247591311916,0.512168018668741
48,"AL, Marshall",01095,"+34.3095637,-086.3216681",0.584587928853602,0.725894681341857,0.765471881918819,0.688095862853144,0.284759582861378,0.45871763529281
49,"AL, Mobile",01097,"+30.6845730,-088.1965684",0.565739289184329,0.722335727937784,0.76352,0.556022041458935,0.202976027341684,0.583842649183243
50,"AL, Monroe",01099,"+31.5803324,-087.3832656",0.502655105813436,0.885256705990905,0.410856088560886,0.528645150004373,0.208297560063856,0.480220024447161
51,"AL, Montgomery",01101,"+32.2036505,-086.2038308",0.58729137631325,0.786858235022738,0.627372398523985,0.642438555059914,0.34000549493761,0.539782198022003
52,"AL, Morgan",01103,"+34.4544844,-086.8464021",0.483057490921935,0.540104132340342,0.692882656826568,0.529519811073209,0.280628392984955,0.372152461384598
53,"AL, Perry",01105,"+32.6390053,-087.2938269",0.657736058087934,0.772161075594807,0.97536,0.664917344528995,0.221391331367094,0.654850538948772
54,"AL, Pickens",01107,"+33.2968085,-088.0968780",0.612722188577622,0.717129110920715,0.58016,0.648561182541765,0.251219922678216,0.866540726747416
55,"AL, Pike",01109,"+31.7987263,-085.9419965",0.546398809779594,0.84169248006327,0.499702730627306,0.619784833377066,0.236865788361831,0.533948216468497
56,"AL, Randolph",01111,"+33.2964753,-085.4640679",0.525059277681982,0.560337441507942,0.64848,0.450362984343567,0.213198971781646,0.752916990776753
57,"AL, Russell",01113,"+32.2898113,-085.1869798",0.582379642019624,0.817900217491597,0.588954686346864,0.602728942534768,0.269355146034038,0.632959217690855
58,"AL, St. Clair",01115,"+33.7129627,-086.3156631",0.49408160263326,0.615698938904633,0.828628782287823,0.542902125426397,0.170976810841255,0.31220135570619
59,"AL, Shelby",01117,"+33.2629366,-086.6781042",0.344048199176878,0.234297765768141,0.78336295202952,0.320388349514563,0.287070248385479,0.0951216801866874
60,"AL, Sumter",01119,"+32.5974811,-088.2000571",0.617910734027499,0.728728662756212,0.863473948339484,0.60692731566518,0.223071815384622,0.667351927991999
61,"AL, Talladega",01121,"+33.3692774,-086.1758045",0.582797896149354,0.85190799446385,0.653589963099631,0.656695530481938,0.178398948585337,0.573397044116013
62,"AL, Tallapoosa",01123,"+32.8633694,-085.7995532",0.61819492598279,0.833454161998286,0.56781667896679,0.737689145456136,0.214599375129586,0.737415268363152
63,"AL, Tuscaloosa",01125,"+33.2902022,-087.5228598",0.511676191283446,0.65827456666447,0.832,0.349951893641214,0.272716114069094,0.445438382042449
64,"AL, Walker",01127,"+33.7915714,-087.3010918",0.61214509692635,0.847887695248138,0.75984,0.685996676287938,0.134986444799198,0.632014668296477
65,"AL, Washington",01129,"+31.4069737,-088.2020776",0.500329692197632,0.615039873459435,0.73232,0.501530656870463,0.226432783419678,0.426325147238582
66,"AL, Wilcox",01131,"+31.9903296,-087.3022049",0.590395512152584,0.780399393659791,0.805840885608856,0.559958016268696,0.307446117098006,0.49833314812757
67,"AL, Winston",01133,"+34.1558884,-087.3641471",0.587903693563783,0.645818229750214,0.8784,0.772500655995802,0.110129285373264,0.532670296699633
68,"AK, Aleutians East",02013,"+55.2437223,-161.9507485",0.572696853920958,0.307651749818757,0.99824,0.276392897752121,0.532227514021908,0.748972108012001
69,"AK, Aleutians West",02016,"+51.9594469,+178.3388130",0.528802997484425,0.156989389046332,0.99104,0.304382051954867,0.516472976357583,0.67513057006334
70,"AK, Anchorage",02020,"+61.1775490,-149.2743541",0.45046636413583,0.285243524682001,0.578384354243542,0.415813872124552,0.470889847382137,0.502000222246916
71,"AK, Bethel",02050,"+60.9289164,-160.1533502",0.641378237997536,0.728135503855533,0.824165313653137,0.576489110469693,0.505759890745842,0.572341371263474
72,"AK, Bristol Bay",02060,"+58.7313725,-156.9866122",0.397044029890319,0.188426810782311,0.432202804428044,0.440479314265722,0.288207230643367,0.635903989332148
73,"AK, Denali",02068,"+63.6827316,-150.0267191",0.369987646316118,0.17366374480986,0.73568,0.0928015394034811,0.345903848578494,0.501889098788754
74,"AK, Dillingham",02070,"+59.8248160,-158.6022333",0.616252903839167,0.519145851183023,0.857961033210332,0.603078806962302,0.465008153320789,0.636070674519391
75,"AK, Fairbanks North Star",02090,"+64.6908322,-146.5998673",0.463083594087431,0.34205496605813,0.796570627306273,0.390011370593895,0.323007253839676,0.463773752639182
76,"AK, Haines",02100,"+59.0999054,-135.5781024",0.353185384221223,0.0978053120674883,0.28383704797048,0.437068136097262,0.384765041483828,0.562451383487054
77,"AK, ",02105,"+58.0764336,-135.1850997",0.449650544545175,0.352929545903908,0.687576383763838,0.490072596868713,0.309073240527673,0.40860095566174
78,"AK, Juneau",02110,"+58.3727004,-134.1787807",0.38632508982212,0.240097541685889,0.467162509225092,0.237645412402694,0.424046355393545,0.562673630403378
79,"AK, Kenai Peninsula",02122,"+60.3663727,-152.3219731",0.447963558792732,0.460686746193897,0.506598081180812,0.467593807399633,0.301160961611812,0.503778197577509
80,"AK, Ketchikan Gateway",02130,"+55.4499378,-131.1066847",0.492586119588279,0.405852501153365,0.507083985239853,0.543514388174582,0.359907882057894,0.646571841315702
81,"AK, Kodiak Island",02150,"+57.5536114,-153.6309109",0.446921469759869,0.23996572859685,0.340553800738007,0.464270095338056,0.484683820359345,0.705133903767085
82,"AK, Lake and Peninsula",02164,"+58.2050652,-156.7051884",0.639401911737671,0.579450339418704,1,0.62232135047669,0.400449558980756,0.594788309812201
83,"AK, Matanuska-Susitna",02170,"+62.1821735,-149.4079740",0.475726984565698,0.334937059249984,0.976,0.447913933350827,0.318806043795856,0.300977886431826
84,"AK, Nome",02180,"+64.7836858,-164.1889119",0.685961373808537,0.786528702300139,0.97026184501845,0.558296160237908,0.470259665875564,0.644460495610623
85,"AK, North Slope",02185,"+69.4493427,-153.4728302",0.50071712924482,0.404600276807487,0.590120442804428,0.56494358436106,0.446032687956202,0.497888654294922
86,"AK, Northwest Arctic",02188,"+67.0050655,-160.0210864",0.684886302207099,0.846701377446781,0.819347306273063,0.563893991078457,0.444072123269086,0.750416712968108
87,"AK, Petersburg",02195,"+56.6396123,-133.5279958",0.455084308865507,0.192117577275423,0.162829225092251,0.745648561182542,0.441411356908,0.733414823869319
88,"AK, Prince of Wales-Hyder",02198,"+55.4156834,-132.8757340",0.50647148544306,0.465366110854808,0.535489003690037,0.620572028339019,0.284916282775709,0.626014001555728
89,"AK, Sitka",02220,"+57.1425085,-135.3326236",0.344669764877329,0.0937850128517762,0.122869667896679,0.438642526021167,0.407311535385662,0.660740082231359
90,"AK, Skagway",02230,"+59.5750974,-135.3354181",0.352628865701216,0.175640941145456,0.472797933579336,0.172308230560658,0.323217314341867,0.619179908878764
91,"AK, Southeast Fairbanks",02240,"+63.8649972,-143.2186282",0.481342161777472,0.402425360838331,0.454430110701107,0.569754220239657,0.428317585604762,0.5517835315035
92,"AK, Valdez-Cordova",02261,"+61.3498403,-145.0231406",0.426893084440839,0.229947933829829,0.376375793357934,0.454386425260212,0.355286551009692,0.718468718746527
93,"AK, ",02270,"+62.2831737,-163.1909497",0.553724087518146,0.296777169972978,1,0.419749846934313,0.421245548697665,0.630847871985776
94,"AK, Wrangell",02275,"+56.2791206,-132.0403255",0.444200212427225,0.266196533315758,0.184318228782288,0.626782121927753,0.418234681499594,0.725469496610735
95,"AK, Yakutat",02282,"+59.9990832,-140.2395926",0.474622957116279,0.21920516707309,0.500184501845019,0.530831802676463,0.445262466114835,0.677630847871986
96,"AK, Yukon-Koyukuk",02290,"+65.3761313,-151.5768554",0.674886107354495,0.688393857510051,0.99888,0.665966937811598,0.382174295290139,0.639015446160685
97,"AZ, Apache",04001,"+35.3858453,-109.4937467",0.766532349918623,0.788967244447374,0.99712,0.609638764978571,0.743136429132611,0.693799311034559
98,"AZ, Cochise",04003,"+31.8817928,-109.7541201",0.641397283701354,0.696566269030515,0.583514686346863,0.663168022391323,0.691951686765405,0.571785753972664
99,"AZ, Coconino",04005,"+35.8296919,-111.7737277",0.556177737472517,0.490740130494958,0.729705387453875,0.379690369981632,0.648749243481457,0.532003555950661
100,"AZ, Gila",04007,"+33.7896177,-110.8118696",0.612433706716027,0.791339880050089,0.375192915129151,0.737426747135485,0.61625988580925,0.541949105456162
101,"AZ, Graham",04009,"+32.9318277,-109.8783103",0.687213417184046,0.622025967178541,0.865430258302583,0.58129974634829,0.679067975964358,0.688243138126459
102,"AZ, Greenlee",04011,"+33.2388723,-109.2423231",0.647831862545913,0.614842153825875,0.57906332103321,0.692993964838625,0.719189531882838,0.633070341149017
103,"AZ, La Paz",04012,"+33.7276249,-114.0387933",0.532759219599609,0.517168654847426,0.439508782287823,0.554272719321263,0.621231317694437,0.531614623847094
104,"AZ, Maricopa",04013,"+33.3465408,-112.4955335",0.584777976826369,0.424701772886048,0.864769889298893,0.430683110294761,0.67878789529477,0.524947216357373
105,"AZ, Mohave",04015,"+35.7177050,-113.7496891",0.696229288409829,0.735187504119159,0.832085608856089,0.690020117204583,0.617730309324587,0.606122902544727
106,"AZ, Navajo",04017,"+35.3909336,-110.3209076",0.783754598540266,0.883740855466948,0.93017594095941,0.752121053091927,0.710997172297389,0.641737970885654
107,"AZ, Pima",04019,"+32.1282374,-111.7830177",0.604020620827394,0.544783497001252,0.741035276752768,0.505729030000875,0.676827330607654,0.551727969774419
108,"AZ, Pinal",04021,"+32.9189100,-111.3672569",0.662100047135618,0.628089369274369,0.93942258302583,0.594332196273944,0.693772211117727,0.454883875986221
109,"AZ, Santa Cruz",04023,"+31.5259036,-110.8451898",0.712630334673792,0.754432215118961,0.813349963099631,0.699378990641127,0.751818929889839,0.544171574619402
110,"AZ, Yavapai",04025,"+34.6300439,-112.5737449",0.530661762101968,0.491201476306597,0.621429077490775,0.508090614886731,0.580759660938972,0.451827980886765
111,"AZ, Yuma",04027,"+32.7739424,-113.9109050",0.758013679987766,0.88275225729915,0.98144,0.56861716085017,0.736134412392912,0.6211245693966
112,"AR, Arkansas",05001,"+34.2895735,-091.3765467",0.574086038230248,0.659988136821987,0.612453136531365,0.748972273244118,0.17788651898426,0.671130125569508
113,"AR, Ashley",05003,"+33.1908354,-091.7722672",0.619758718173815,0.781651618005668,0.56848,0.775736901950494,0.392638372390855,0.580286698522058
114,"AR, Baxter",05005,"+36.2807100,-092.3304383",0.40316868207366,0.563566862189416,0.48089594095941,0.547887693518761,0.0848997366810463,0.338593177019669
115,"AR, Benton",05007,"+36.3378246,-094.2561871",0.456293513370721,0.302181506623608,0.840411512915129,0.404880608764104,0.385566335483758,0.348427603067008
116,"AR, Boone",05009,"+36.3043077,-093.0792041",0.467633755781217,0.634745930270876,0.361493726937269,0.674713548499956,0.103875202045633,0.56334037115235
117,"AR, Bradley",05011,"+33.4638194,-092.1681641",0.690536961547395,0.830092928227773,0.6128,0.72850520423336,0.427858516591545,0.853428158684298
118,"AR, Calhoun",05013,"+33.5604604,-092.5138790",0.539938454243842,0.516839122124827,0.64816,0.641476427884195,0.207084928788809,0.68613179242138
119,"AR, Carroll",05015,"+36.3377742,-093.5416633",0.478853738922397,0.635932248072234,0.390145830258303,0.493133910609639,0.293769896026293,0.581286809645516
120,"AR, Chicot",05017,"+33.2671393,-091.2971578",0.670541958630082,0.896592631648323,0.300164723247232,0.831802676462871,0.412103978927221,0.912045782864763
121,"AR, Clark",05019,"+34.0533118,-093.1762051",0.458597653378302,0.457391418967904,0.215096088560886,0.618910172308231,0.368131313801906,0.633459273252584
122,"AR, Clay",05021,"+36.3673021,-090.4187041",0.495088269013382,0.631846042312002,0.470672472324723,0.757281553398058,0.0868603013681623,0.528780975663963
123,"AR, Cleburne",05023,"+35.5662882,-092.0599743",0.454909224530975,0.58182297502142,0.672131365313653,0.596168984518499,0.0899411887336303,0.334481609067674
124,"AR, Cleveland",05025,"+33.8932006,-092.1887141",0.519925620042785,0.487840242536084,0.534772250922509,0.783958715997551,0.252107896425079,0.540948994332704
125,"AR, Columbia",05027,"+33.2150704,-093.2269012",0.606607751682178,0.812759507019047,0.383546863468635,0.647424123152278,0.356437945846607,0.832870318924325
126,"AR, Conway",05029,"+35.2657024,-092.6892483",0.504668866911633,0.544388057734133,0.495509963099631,0.634391673226625,0.329830282235747,0.519224358262029
127,"AR, Craighead",05031,"+35.8282682,-090.6304114",0.612635980024141,0.700322942068148,0.771847084870849,0.706026414764279,0.306863667329532,0.578119791087899
128,"AR, Crawford",05033,"+35.5830407,-094.2362241",0.56631326820324,0.46424569959797,0.86528,0.74634829003761,0.243635456170042,0.512056895210579
129,"AR, Crittenden",05035,"+35.2118784,-090.3153314",0.686264902677271,0.945824820404666,0.8152,0.731041721332983,0.329690241900953,0.60956772974775
130,"AR, Cross",05037,"+35.2912586,-090.7738942",0.513659263514352,0.51525736505635,0.69104,0.690807312166536,0.179637023169185,0.491554617179687
131,"AR, Dallas",05039,"+33.9678233,-092.6539989",0.576198453064307,0.59184076978844,0.52048,0.772588122102685,0.249167049394405,0.746916324036004
132,"AR, Desha",05041,"+33.8287478,-091.2444274",0.617033455172917,0.948197456007382,0.212310258302583,0.829790956004548,0.430239202283043,0.66462940326703
133,"AR, Drew",05043,"+33.5872418,-091.7227781",0.502679802633217,0.592302115600079,0.55424,0.615673926353538,0.218568236241917,0.532614734970552
134,"AR, Faulkner",05045,"+35.1463563,-092.3246543",0.496425550815757,0.537270150925987,0.789212988929889,0.472316977171346,0.29383991619369,0.389487720857873
135,"AR, Franklin",05047,"+35.5085730,-093.8876719",0.532350717646646,0.535161141501351,0.710960885608856,0.609201434444153,0.205474464938678,0.600955661740193
136,"AR, Fulton",05049,"+36.3834433,-091.8192392",0.606752974868298,0.65853819284255,0.94960147601476,0.661593632467419,0.158630972950086,0.605400600066674
137,"AR, Garland",05051,"+34.5788613,-093.1469148",0.598098787568476,0.745403018519739,0.612745682656827,0.687658532318727,0.319117196624007,0.62556950772308
138,"AR, Grant",05053,"+34.2880633,-092.4239843",0.417671979554304,0.431621960060634,0.656637343173432,0.564243855505992,0.117599154855445,0.31825758417602
139,"AR, Greene",05055,"+36.1199223,-090.5652409",0.58653457809204,0.697488960653793,0.84128,0.794279716609814,0.107236170080689,0.492388043115902
140,"AR, Hempstead",05057,"+33.7286109,-093.6658093",0.642194078163666,0.760034271403151,0.692037195571956,0.845097524709175,0.427858516591545,0.485942882542505
141,"AR, Hot Spring",05059,"+34.3151767,-092.9441474",0.615136866430411,0.732748961971924,0.791134169741697,0.682585498119479,0.279205701207717,0.590010001111235
142,"AR, Howard",05061,"+34.0831786,-093.9909884",0.589138732941145,0.580702563764582,0.513419335793358,0.761567392635354,0.42820861742853,0.661795755083898
143,"AR, Independence",05063,"+35.7374992,-091.5599423",0.532567892640359,0.655836024517235,0.630443985239853,0.695355549724482,0.204984323766899,0.476219579953328
144,"AR, Izard",05065,"+36.0948792,-091.9136252",0.515575197121564,0.630923350688723,0.612301402214022,0.551648736114756,0.139375426915911,0.643627069674408
145,"AR, Jackson",05067,"+35.5966053,-091.2231780",0.578057682829954,0.818691096025835,0.60128,0.586197848333771,0.196932004516244,0.687187465273919
146,"AR, Jefferson",05069,"+34.2776955,-091.9307012",0.576390525224201,0.922889342911751,0.39950258302583,0.703577363771539,0.267862434089404,0.58812090232248
147,"AR, Johnson",05071,"+35.5733586,-093.4663223",0.646337056010806,0.768074869834575,0.784320295202952,0.700078719496195,0.386756678329507,0.592454717190799
148,"AR, Lafayette",05073,"+33.2406596,-093.6116427",0.569464061868692,0.53568839385751,0.406286937269373,0.759293273856381,0.33396147211217,0.812090232248028
149,"AR, Lawrence",05075,"+36.0410983,-091.1011529",0.557549263184872,0.636064061161273,0.81824,0.7250940260649,0.143296556290143,0.465051672408045
150,"AR, Lee",05077,"+34.7797500,-090.7792884",0.601800498377597,0.993409345548013,0.333817859778598,0.67383888743112,0.340473347680091,0.667463051450161
151,"AR, Lincoln",05079,"+33.9576649,-091.7276236",0.641086954553087,0.524154748566533,0.802093874538745,0.733840636753258,0.330810564579305,0.814534948327592
152,"AR, Little River",05081,"+33.6994970,-094.2297740",0.520968784140344,0.703420549660581,0.386605461254613,0.724219364996064,0.212756562347966,0.577841982442494
153,"AR, Logan",05083,"+35.2185495,-093.7205628",0.566675790916392,0.616687537072431,0.681605904059041,0.770576401644363,0.207224969123603,0.55728414268252
154,"AR, Lonoke",05085,"+34.7551137,-091.8941320",0.522979698571097,0.548869702761484,0.840193357933579,0.561357473978833,0.307493848836105,0.356984109345483
155,"AR, Madison",05087,"+36.0125452,-093.7240531",0.529452432574693,0.568905292295525,0.764623173431734,0.550249278404618,0.250427412407551,0.513057006334037
156,"AR, Marion",05089,"+36.2666562,-092.6785880",0.572240535878016,0.794042048375404,0.68176,0.685209481325986,0.102124697860708,0.598066451827981
157,"AR, Miller",05091,"+33.3055048,-093.9015091",0.615689882859435,0.809727805971133,0.555471586715867,0.765240969124464,0.242375093156896,0.705633959328814
158,"AR, Mississippi",05093,"+35.7669426,-090.0522086",0.624872430436832,0.932511698411652,0.309164575645756,0.799615149129712,0.330320423407526,0.75275030558951
159,"AR, Monroe",05095,"+34.6795127,-091.2033140",0.599139808313651,0.708495353588612,0.5344,0.772325723782035,0.234672874743226,0.745805089454384
160,"AR, Montgomery",05097,"+34.5456518,-093.6641468",0.518608688409577,0.630132472154485,0.597197343173432,0.619609901163299,0.131813248837035,0.614290476719636
161,"AR, Nevada",05099,"+33.6666991,-093.3050716",0.5635143623904,0.604033480524616,0.73888,0.648211318114231,0.219268437915887,0.607178575397266
162,"AR, Newton",05101,"+35.9100625,-093.2150843",0.424509707672172,0.457259605878864,0.523566642066421,0.560482812909997,0.104575403719603,0.476664073785976
163,"AR, Ouachita",05103,"+33.5911582,-092.8784177",0.569619234533847,0.801489487906149,0.433349077490775,0.691419574914721,0.240484548637177,0.681353483720413
164,"AR, Perry",05105,"+34.9463629,-092.9268772",0.53048623026342,0.629934752520926,0.57552,0.63745298696755,0.127892119462803,0.681631292365818
165,"AR, Phillips",05107,"+34.4258423,-090.8483856",0.698327734829621,0.988268635075463,0.694345977859779,0.894865739525934,0.334871734288331,0.5792865873986
166,"AR, Pike",05109,"+34.1581907,-093.6586589",0.608530190435674,0.482963158241614,0.73296,0.789818945158751,0.292159432176162,0.744749416601845
167,"AR, Poinsett",05111,"+35.5689809,-090.6805953",0.620132409589827,0.813286759375206,0.60816,0.808449225924954,0.242585153659087,0.628180908989888
168,"AR, Polk",05113,"+34.4909149,-094.2308841",0.542105976241686,0.666578791273974,0.373523837638376,0.845797253564244,0.243565436002645,0.581064562729192
169,"AR, Pope",05115,"+35.4552965,-093.0315353",0.507468007860553,0.667106043630133,0.585276457564576,0.66797865826992,0.248326807385641,0.368652072452495
170,"AR, Prairie",05117,"+34.8282250,-091.5571995",0.590273804191142,0.573518750411916,0.717780664206642,0.657570191550774,0.178796781160421,0.823702633625958
171,"AR, Pulaski",05119,"+34.7739877,-092.3165149",0.485352056206798,0.575430040202992,0.37832147601476,0.602903874748535,0.387106779166492,0.482998110901211
172,"AR, Randolph",05121,"+36.3412985,-091.0284409",0.544693450753296,0.711065708824886,0.498307306273063,0.810460946383276,0.0932321366012892,0.610401155683965
173,"AR, St. Francis",05123,"+35.0144383,-090.7421993",0.643042578821491,0.898965267251038,0.70768,0.660806437505467,0.311134897540749,0.636626291810201
174,"AR, Saline",05125,"+34.6485246,-092.6744630",0.432584757293759,0.186383707902195,0.840496826568266,0.608414239482201,0.204704243097311,0.322924769418824
175,"AR, Scott",05127,"+34.8588693,-094.0636413",0.678082738546259,0.966585381928425,0.88832,0.641214029563544,0.324508749513576,0.569785531725747
176,"AR, Searcy",05129,"+35.9096596,-092.6993507",0.473171285817721,0.472484017662954,0.634995424354244,0.629930901775562,0.112277622133273,0.516168463162574
177,"AR, Sebastian",05131,"+35.1969808,-094.2749890",0.590096183977293,0.611942265867001,0.620682509225092,0.707425872474416,0.367081011290951,0.643349261029003
178,"AR, Sevier",05133,"+33.9946083,-094.2432898",0.555712647440152,0.589138601463125,0.661639852398524,0.591970611388087,0.417145430979805,0.518668740971219
179,"AR, Sharp",05135,"+36.1733989,-091.4710689",0.527300320028597,0.589006788374086,0.50055557195572,0.76366657920056,0.177816498816863,0.605456161795755
180,"AR, Stone",05137,"+35.8569888,-092.1404941",0.396015497190503,0.66321755750346,0.186350996309963,0.570279016880959,0.0951226811210081,0.465107234137126
