row#,Name,FIPS,Source,ToxPi Score,Costs of Climate Disasters,Economic & Productivity Losses,Transition Risks,Social Stressors
1,"AL, Autauga",01001,"+32.5363818,-086.6444901",0.481049256630829,0.475595946511354,0.507784482142341,0.827021121889253,0.113795475980368
2,"AL, Baldwin",01003,"+30.6592183,-087.7460666",0.538547334720732,0.83216328639282,0.543324177997077,0.60560744057946,0.173094433913572
3,"AL, Barbour",01005,"+31.8706701,-085.4054562",0.494075843790259,0.562071845680023,0.571206549861662,0.634871592972026,0.208153386647325
4,"AL, Bibb",01007,"+33.0158929,-087.1271475",0.476931548695294,0.409075509728417,0.644601767589577,0.683185052110697,0.170863865352483
5,"AL, Blount",01009,"+33.9774479,-086.5672464",0.52634151626363,0.473886103322823,0.74970360818862,0.601098184393184,0.280678169149893
6,"AL, Bullock",01011,"+32.1017589,-085.7172613",0.556129660140409,0.765098822353563,0.530836194138253,0.711344896865807,0.217238727204012
7,"AL, Butler",01013,"+31.7516670,-086.6819689",0.520313085802804,0.492592595137296,0.724988725361207,0.664595873546865,0.199075149165848
8,"AL, Calhoun",01015,"+33.7717061,-085.8225133",0.545026522345508,0.610968039195263,0.569529993961509,0.712081101957444,0.287526954267814
9,"AL, Chambers",01017,"+32.9179433,-085.3918121",0.461312930638766,0.486367719206199,0.402914959943661,0.652816592080675,0.303152451324528
10,"AL, Cherokee",01019,"+34.0695153,-085.6542417",0.565487267270582,0.566323958973185,0.595030203863722,0.709780461046079,0.390814445199343
11,"AL, Chilton",01021,"+32.8540595,-086.7266275",0.459298844577224,0.420660695489069,0.556274536123715,0.656405591902405,0.203854554793706
12,"AL, Choctaw",01023,"+31.9910082,-088.2488874",0.529807397692046,0.477690194169604,0.764821605934453,0.748891356539289,0.127826434124837
13,"AL, Clarke",01025,"+31.6855211,-087.8186244",0.436887396884879,0.495135140406185,0.469508870650043,0.660178642997044,0.122726933486246
14,"AL, Clay",01027,"+33.2678085,-085.8620510",0.519179412963402,0.608168958287778,0.619032616978655,0.60661972258046,0.242896354006715
15,"AL, Cleburne",01029,"+33.6719810,-085.5161090",0.610268549419565,0.688549418792749,0.78344029346763,0.677571488286965,0.291512997130916
16,"AL, Coffee",01031,"+31.4021833,-085.9892014",0.463166909479016,0.398409482658277,0.516625491102732,0.718154793963449,0.219477870191605
17,"AL, Colbert",01033,"+34.7031120,-087.8014569",0.456927932515735,0.418726786044495,0.574966727457187,0.608644286582462,0.225373929978798
18,"AL, Conecuh",01035,"+31.4282925,-086.9920291",0.507391430058688,0.546438938637738,0.595280109179571,0.7391366390751,0.148710033342342
19,"AL, Coosa",01037,"+32.9314453,-086.2434818",0.502255956693745,0.58740363245518,0.511664098660124,0.662111181362591,0.247844914297085
20,"AL, Covington",01039,"+31.2439873,-086.4487206",0.468142892488611,0.448467859937512,0.565119727918059,0.654012925354585,0.204971056744286
21,"AL, Crenshaw",01041,"+31.7328256,-086.3192219",0.530358251966788,0.451871531754706,0.720032010087475,0.723676332150725,0.225853133874246
22,"AL, Cullman",01043,"+34.1319229,-086.8692666",0.514319313145363,0.344948891932421,0.662513194939836,0.769136996559303,0.280678169149893
23,"AL, Dale",01045,"+31.4306536,-085.6094760",0.427928186608092,0.3896469593821,0.5640427432394,0.545882802520417,0.21214024129045
24,"AL, Dallas",01047,"+32.3335397,-087.1143556",0.484651046303409,0.562302956141094,0.451413873927864,0.761038740551297,0.16384861459338
25,"AL, DeKalb",01049,"+34.4609290,-085.8039920",0.558490766080659,0.356361164472765,0.746536195202974,0.74152930562292,0.389536399023977
26,"AL, Elmore",01051,"+32.5972286,-086.1427385",0.451365946977208,0.472051225495035,0.587629401672221,0.631190567513841,0.114592593227735
27,"AL, Escambia",01053,"+31.1217475,-087.1684290",0.5440650981526,0.664407167108923,0.659237598657843,0.707571845771168,0.145043781072466
28,"AL, Etowah",01055,"+34.0476377,-086.0344203",0.453087203219426,0.397663237188074,0.623934423050305,0.524900957408766,0.265850195230559
29,"AL, Fayette",01057,"+33.7322485,-087.7520486",0.489545241495591,0.38670743463686,0.688135106297218,0.757265689456658,0.126072735591628
30,"AL, Franklin",01059,"+34.4419884,-087.8428147",0.507409817337346,0.383224983292336,0.781952117198444,0.6752708473756,0.189191321483002
31,"AL, Geneva",01061,"+31.0908664,-085.8243464",0.48996675463951,0.420455918247577,0.553649028289647,0.76628420182921,0.219477870191605
32,"AL, Greene",01063,"+32.8444965,-087.9642005",0.514670913242737,0.547698365450836,0.784467274267662,0.6503318998964,0.0761861133560493
33,"AL, Hale",01065,"+32.7527958,-087.6230608",0.541260707010489,0.589221285000358,0.621612303768049,0.77106953492485,0.183139704348701
34,"AL, Henry",01067,"+31.5169779,-085.2399712",0.508819258175786,0.541149346022726,0.560041539343736,0.721467716875815,0.212618430460868
35,"AL, Houston",01069,"+31.1581928,-085.2963976",0.460616506481058,0.475941772951971,0.519492025236939,0.625484978053656,0.221547249681668
36,"AL, Jackson",01071,"+34.7635224,-085.9774003",0.532288538099592,0.410686321300162,0.779680496129738,0.569809467998616,0.368977866969853
37,"AL, Jefferson",01073,"+33.5534439,-086.8965359",0.458503827270748,0.422974166512404,0.474876910604473,0.704258922858802,0.231905309107314
38,"AL, Lamar",01075,"+33.7870852,-088.0874309",0.530583267729369,0.373176507368501,0.850633908485677,0.772449919471669,0.126072735591628
39,"AL, Lauderdale",01077,"+34.9041221,-087.6509966",0.453027075051687,0.407975760734773,0.55824301580807,0.620515593685107,0.225373929978798
40,"AL, Lawrence",01079,"+34.5297759,-087.3218651",0.504340467720627,0.33967503871302,0.625847708339354,0.759842407277387,0.291996716552748
41,"AL, Lee",01081,"+32.6040644,-085.3530477",0.390128453882091,0.462041547731708,0.221425255038794,0.575331006185892,0.301716006571968
42,"AL, Limestone",01083,"+34.8102387,-086.9813995",0.518329835711846,0.406568268033948,0.640359537393775,0.760854689278388,0.265536848141275
43,"AL, Lowndes",01085,"+32.1478880,-086.6505859",0.558593067442363,0.657358036640218,0.726658835894495,0.736559921254371,0.113795475980368
44,"AL, Macon",01087,"+32.3870267,-085.6928870",0.436139623048285,0.621340768681815,0.28371491552957,0.622264080777744,0.217238727204012
45,"AL, Madison",01089,"+34.7642377,-086.5510803",0.45960703779833,0.393135629438876,0.567736128581837,0.629073977875385,0.248482415297223
46,"AL, Marengo",01091,"+32.2475911,-087.7910910",0.510033783463987,0.483569243660084,0.649742204338283,0.768952945286394,0.137870740571188
47,"AL, Marion",01093,"+34.1382194,-087.8815510",0.464830548788558,0.373911856334051,0.755794993223809,0.615178106770739,0.114437238825632
48,"AL, Marshall",01095,"+34.3095637,-086.3216681",0.547182615960638,0.393772689731139,0.737339398189061,0.666804488821776,0.390813887100577
49,"AL, Mobile",01097,"+30.6845730,-088.1965684",0.549584525513741,0.837076509334474,0.527080484569906,0.699657641036072,0.134523467114512
50,"AL, Monroe",01099,"+31.5803324,-087.3832656",0.470176094904197,0.456854151122461,0.535799525894784,0.734719408525279,0.153331294074265
51,"AL, Montgomery",01101,"+32.2036505,-086.2038308",0.425717872585864,0.515009676983367,0.466461143754116,0.602662620212912,0.11873804939306
52,"AL, Morgan",01103,"+34.4544844,-086.8464021",0.518356477608595,0.439908655532254,0.765531527920797,0.619503311684106,0.248482415297223
53,"AL, Perry",01105,"+32.6390053,-087.2938269",0.471619341710113,0.473399227683081,0.606202154083435,0.637448310792755,0.16942767428118
54,"AL, Pickens",01107,"+33.2968085,-088.0968780",0.508560469539898,0.475961061966521,0.787990722474291,0.699841692308981,0.0704484014097981
55,"AL, Pike",01109,"+31.7987263,-085.9419965",0.460889463597614,0.476252295818167,0.521821084220981,0.628245747147294,0.217238727204012
56,"AL, Randolph",01111,"+33.2964753,-085.4640679",0.559067355932815,0.535942660398929,0.678095164035537,0.618030901500832,0.404200697795961
57,"AL, Russell",01113,"+32.2898113,-085.1869798",0.435881706903202,0.474558467189505,0.482700160012412,0.642509720797759,0.143758479613134
58,"AL, St. Clair",01115,"+33.7129627,-086.3156631",0.471888821950396,0.463868143115302,0.62107015144901,0.529594264867951,0.273022728369322
59,"AL, Shelby",01117,"+33.2629366,-086.6781042",0.460978161847797,0.426391651575396,0.531970863899709,0.653644822808766,0.231905309107314
60,"AL, Sumter",01119,"+32.5974811,-088.2000571",0.493378222042284,0.424897069386621,0.806025999735341,0.672141975736143,0.0704478433110316
61,"AL, Talladega",01121,"+33.3692774,-086.1758045",0.526145168623908,0.655555903359243,0.596527601380488,0.599717799846364,0.252779369909537
62,"AL, Tallapoosa",01123,"+32.8633694,-085.7995532",0.431212237711126,0.506050026032096,0.437253650093011,0.554901314892969,0.226643959826427
63,"AL, Tuscaloosa",01125,"+33.2902022,-087.5228598",0.453936749803733,0.40833270381145,0.622684725355123,0.729105844701547,0.0556237253468115
64,"AL, Walker",01127,"+33.7915714,-087.3010918",0.492273375162723,0.433770236211312,0.533640860355708,0.802450276955872,0.199232127127999
65,"AL, Washington",01129,"+31.4069737,-088.2020776",0.59274901474516,0.638286264272023,0.820123880331402,0.731682562522277,0.18090335185494
66,"AL, Wilcox",01131,"+31.9903296,-087.3022049",0.488936082730929,0.52063984040165,0.613251579209947,0.692111538846794,0.129741372465325
67,"AL, Winston",01133,"+34.1558884,-087.3641471",0.429704766818458,0.348407156338586,0.549882291249968,0.629902208603477,0.190627411081802
68,"AK, Aleutians East",02013,"+55.2437223,-161.9507485",0.396928102799074,0.215316336953073,0.253867429260673,0.28299157410913,0.835537070873419
69,"AK, Aleutians West",02016,"+51.9594469,+178.3388130",0.447538903870745,0.172779684757247,0.285518743659204,0.331857187066528,1
70,"AK, Anchorage",02020,"+61.1775490,-149.2743541",0.413523743746341,0.0106735407182757,0.389609764407581,0.272776728462668,0.981034941396839
71,"AK, Bethel",02050,"+60.9289164,-160.1533502",0.359001057664259,0.0788013495197207,0.114900243212782,0.247561704074105,0.99474093385043
72,"AK, Bristol Bay",02060,"+58.7313725,-156.9866122",0.387714810278363,0.215316336953073,0.0978801967909298,0.248021832256378,0.989640875113072
73,"AK, Denali",02068,"+63.6827316,-150.0267191",0.451063973984958,0.212809095258604,0.344282693410439,0.248758037348015,0.998406069922774
74,"AK, Dillingham",02070,"+59.8248160,-158.6022333",0.377349575237498,0.213587204749991,0.0560765740004168,0.248021832256378,0.991712689943208
75,"AK, Fairbanks North Star",02090,"+64.6908322,-146.5998673",0.354121748991046,0.0566684573202665,0.176232129792577,0.277930164104126,0.905656244747212
76,"AK, Haines",02100,"+59.0999054,-135.5781024",0.416516244600599,0.215316336953073,0.167035332778664,0.329464520518708,0.954248788151949
77,"AK, ",02105,"+58.0764336,-135.1850997",0.367011285739565,0.129032640019263,0.135085421074486,0.249678293712561,0.954248788151949
78,"AK, Juneau",02110,"+58.3727004,-134.1787807",0.415690128092668,0.2043363474635,0.183637342972611,0.320538033782611,0.954248788151949
79,"AK, Kenai Peninsula",02122,"+60.3663727,-152.3219731",0.429473196429054,0.0310773007146476,0.388355655723866,0.308022547224784,0.990437282052919
80,"AK, Ketchikan Gateway",02130,"+55.4499378,-131.1066847",0.34425299897528,0.215316336953073,0.00101523083919817,0.372348467106557,0.788331961002291
81,"AK, Kodiak Island",02150,"+57.5536114,-153.6309109",0.396807526357192,0.0344491085106582,0.227053391213615,0.464374103561168,0.861353502143328
82,"AK, Lake and Peninsula",02164,"+58.2050652,-156.7051884",0.445244289440499,0.206238392886891,0.155509476780708,0.429588412981325,0.989640875113072
83,"AK, Matanuska-Susitna",02170,"+62.1821735,-149.4079740",0.420471300359925,0.0103277142776593,0.379576894937858,0.29357452230141,0.998406069922774
84,"AK, Nome",02180,"+64.7836858,-164.1889119",0.36668917293775,0.057014283760883,0.162616092655096,0.247285627164741,0.99984068817028
85,"AK, North Slope",02185,"+69.4493427,-153.4728302",0.37733712267566,0.0976488905333185,0.196297868732023,0.248389934802196,0.967011796635101
86,"AK, Northwest Arctic",02188,"+67.0050655,-160.0210864",0.386425432239317,0.205114456954887,0.0934609566673613,0.247285627164741,0.99984068817028
87,"AK, Petersburg",02195,"+56.6396123,-133.5279958",0.429542644087875,0.215316336953073,0.216065010365823,0.394066517309845,0.892722711722758
88,"AK, Prince of Wales-Hyder",02198,"+55.4156834,-132.8757340",0.399803564774887,0.215316336953073,0.00931623593617147,0.481858974487544,0.892722711722758
89,"AK, Sitka",02220,"+57.1425085,-135.3326236",0.418810509838828,0.20831335153059,0.271723548138335,0.389649286760024,0.805555852926363
90,"AK, Skagway",02230,"+59.5750974,-135.3354181",0.382942136108382,0.206670675937661,0.121170786631359,0.249678293712561,0.954248788151949
91,"AK, Southeast Fairbanks",02240,"+63.8649972,-143.2186282",0.44832677158506,0.215316336953073,0.252852198421475,0.386336363847658,0.938802187118035
92,"AK, Valdez-Cordova",02261,"+61.3498403,-145.0231406",0.424732539719623,0.0582246763030406,0.373784107208316,0.438238822808058,0.828682552559078
93,"AK, ",02270,"+62.2831737,-163.1909497",0.330952963438535,0.052604996643023,0.0289042191865833,0.247561704074105,0.99474093385043
94,"AK, Wrangell",02275,"+56.2791206,-132.0403255",0.374898447031929,0.215316336953073,0.0279487078085144,0.363606031643369,0.892722711722758
95,"AK, Yakutat",02282,"+59.9990832,-140.2395926",0.361887612430046,0.0967843244317773,0.13138281448447,0.395170824947301,0.824212485856636
96,"AK, Yukon-Koyukuk",02290,"+65.3761313,-151.5768554",0.34339522673876,0.00505386105825806,0.135503457302392,0.248481960438651,0.984541628155738
97,"AZ, Apache",04001,"+35.3858453,-109.4937467",0.347793600482804,0.261012312957243,0.170801518444777,0.166592180959212,0.792768389569987
98,"AZ, Cochise",04003,"+31.8817928,-109.7541201",0.385455853130191,0.323381594213617,0.372307300642331,0.525952291314467,0.320182226350349
99,"AZ, Coconino",04005,"+35.8296919,-111.7737277",0.428485659053741,0.435789771119693,0.297529466163915,0.235979510845988,0.744643888085368
100,"AZ, Gila",04007,"+33.7896177,-110.8118696",0.320899287046578,0.380686504800909,0.503029284400767,0.382668375354638,0.0172129836299992
101,"AZ, Graham",04009,"+32.9318277,-109.8783103",0.409021066027092,0.43641279803475,0.491867201866609,0.590830365014968,0.11697389919204
102,"AZ, Greenlee",04011,"+33.2388723,-109.2423231",0.398961427611072,0.475841167245338,0.411893603154009,0.29229920035621,0.415811739688732
103,"AZ, La Paz",04012,"+33.7276249,-114.0387933",0.313602249626148,0.266275022024158,0.354535123636967,0.611444107580801,0.0221547452626674
104,"AZ, Maricopa",04013,"+33.3465408,-112.4955335",0.319161917184137,0.26311421018189,0.386009808365364,0.618438055951351,0.0090855942379448
105,"AZ, Mohave",04015,"+35.7177050,-113.7496891",0.336028186826562,0.461117512980244,0.359946912231975,0.476350473265432,0.0466978488285989
106,"AZ, Navajo",04017,"+35.3909336,-110.3209076",0.334266100536396,0.247555102193849,0.232552505973847,0.421687245211393,0.435269548766493
107,"AZ, Pima",04019,"+32.1282374,-111.7830177",0.328367888806341,0.244758470248269,0.389291850014222,0.593683159745061,0.085738075217812
108,"AZ, Pinal",04021,"+32.9189100,-111.3672569",0.395219304099435,0.24605531940058,0.517031777369804,0.80902314904885,0.00876697057850438
109,"AZ, Santa Cruz",04023,"+31.5259036,-110.8451898",0.362813612929393,0.292842021157627,0.436145845533266,0.512700599665003,0.209565985361678
110,"AZ, Yavapai",04025,"+34.6300439,-112.5737449",0.40694313000407,0.43391554480288,0.298789944162969,0.407515297197383,0.487551733853048
111,"AZ, Yuma",04027,"+32.7739424,-113.9109050",0.36498188595425,0.412307115680936,0.371918297084641,0.666935566362931,0.00876656468849235
112,"AR, Arkansas",05001,"+34.2895735,-091.3765467",0.50665016132405,0.349188311404527,0.763919102470306,0.746144627254289,0.16734860416708
113,"AR, Ashley",05003,"+33.1908354,-091.7722672",0.49137310605335,0.392848899532356,0.711671285529372,0.766298241637849,0.0946739975138222
114,"AR, Baxter",05005,"+36.2807100,-092.3304383",0.397811511209214,0.246105093519869,0.648952067004437,0.350158313590098,0.346030570722453
115,"AR, Benton",05007,"+36.3378246,-094.2561871",0.387240046881413,0.201320569460036,0.507297505205727,0.559332585251429,0.281009527608461
116,"AR, Boone",05009,"+36.3043077,-093.0792041",0.445300489292763,0.279677196840616,0.718405800297818,0.305433854273157,0.477685105759463
117,"AR, Bradley",05011,"+33.4638194,-092.1681641",0.420011776943062,0.346913500959571,0.619940158856429,0.565130200348069,0.148063247608179
118,"AR, Calhoun",05013,"+33.5604604,-092.5138790",0.394938346380054,0.269534834871635,0.669507311593751,0.471448102437275,0.169263136617555
119,"AR, Carroll",05015,"+36.3377742,-093.5416633",0.537291866684694,0.354462164623928,0.757942612278671,0.604977300932916,0.431785388903261
120,"AR, Chicot",05017,"+33.2671393,-091.2971578",0.492885957559291,0.371568218559217,0.819880914717339,0.770531420914761,0.00956327604584791
121,"AR, Clark",05019,"+34.0533118,-093.1762051",0.466009469961815,0.274549318260574,0.815757743186164,0.640959324786669,0.132771493613853
122,"AR, Clay",05021,"+36.3673021,-090.4187041",0.576627790856416,0.416873546011917,0.824763821984671,0.761881011088027,0.302992784341047
123,"AR, Cleburne",05023,"+35.5662882,-092.0599743",0.506469339737256,0.29650929723972,0.758420367967705,0.671143733543781,0.299803960197817
124,"AR, Cleveland",05025,"+33.8932006,-092.1887141",0.466479870972036,0.321954479205979,0.74911082456586,0.625591043498749,0.169263136617555
125,"AR, Columbia",05027,"+33.2150704,-093.2269012",0.431544741691408,0.286048047411072,0.797607590094441,0.569363379624981,0.0731599496351379
126,"AR, Conway",05029,"+35.2657024,-092.6892483",0.517141717909724,0.298568433938531,0.872309924419993,0.720929602865725,0.176758910414646
127,"AR, Craighead",05031,"+35.8282682,-090.6304114",0.50058569321728,0.350875315959568,0.767557445520489,0.592553840011543,0.291356171377519
128,"AR, Crawford",05033,"+35.5830407,-094.2362241",0.49880691086,0.334191006283932,0.831399831013508,0.643628068243852,0.186008737898706
129,"AR, Crittenden",05035,"+35.2118784,-090.3153314",0.464263030443099,0.34621714276951,0.677144462916515,0.549669893423695,0.284020622662676
130,"AR, Cross",05037,"+35.2912586,-090.7738942",0.557853264431,0.444172482074126,0.738595788418569,0.722862141231273,0.325782646000033
131,"AR, Dallas",05039,"+33.9678233,-092.6539989",0.425968540595906,0.400111254785302,0.5734186986367,0.561081072344067,0.169263136617555
132,"AR, Desha",05041,"+33.8287478,-091.2444274",0.524086825403581,0.426219802746977,0.764282096405957,0.755071113990386,0.150774288471004
133,"AR, Drew",05043,"+33.5872418,-091.7227781",0.453447510560906,0.34620602613345,0.771450466119806,0.566878687440707,0.12925486254966
134,"AR, Faulkner",05045,"+35.1463563,-092.3246543",0.440571246565435,0.265431365311144,0.782969610570554,0.498871742100749,0.215012268279295
135,"AR, Franklin",05047,"+35.5085730,-093.8876719",0.512235786442095,0.246910141592205,0.935908887989791,0.626879402409113,0.239244713777272
136,"AR, Fulton",05049,"+36.3834433,-091.8192392",0.428080837713724,0.263519331425155,0.697083614090218,0.38512805544285,0.366592349896673
137,"AR, Garland",05051,"+34.5788613,-093.1469148",0.366694322012874,0.196073654821584,0.622145101749337,0.478810153353644,0.169748378126932
138,"AR, Grant",05053,"+34.2880633,-092.4239843",0.472569275163224,0.418829578662909,0.734419837128051,0.577645686905896,0.159381997956039
139,"AR, Greene",05055,"+36.1199223,-090.5652409",0.546364011595816,0.430339424449467,0.743846290738901,0.650898093523767,0.360372237671129
140,"AR, Hempstead",05057,"+33.7286109,-093.6658093",0.47933400177968,0.284432310399092,0.833976741922187,0.743936011979378,0.0549909428180629
141,"AR, Hot Spring",05059,"+34.3151767,-092.9441474",0.440413498844621,0.220454418885045,0.798498818919795,0.572952379446711,0.169748378126932
142,"AR, Howard",05061,"+34.0831786,-093.9909884",0.462187471032733,0.291781122262192,0.778671957824865,0.706573603578806,0.0717232004650688
143,"AR, Independence",05063,"+35.7374992,-091.5599423",0.507402864761757,0.2772564117563,0.83414211596641,0.529148176494316,0.389064754830002
144,"AR, Izard",05065,"+36.0948792,-091.9136252",0.454008603906758,0.370975377163364,0.63670957747293,0.465190359158362,0.343159101832375
145,"AR, Jackson",05067,"+35.5966053,-091.2231780",0.563686758197468,0.318429267335618,0.878755082143254,0.741819422340922,0.315743260970078
146,"AR, Jefferson",05069,"+34.2776955,-091.9307012",0.460215448032866,0.269691926147055,0.638689540937776,0.67730945118624,0.255170873860394
147,"AR, Johnson",05071,"+35.5733586,-093.4663223",0.497450561149398,0.197948761664025,0.888431916391994,0.657800016257863,0.24562155028371
148,"AR, Lafayette",05073,"+33.2406596,-093.6116427",0.50625490000495,0.368035852418124,0.912864115695666,0.670959682270872,0.0731599496351379
149,"AR, Lawrence",05075,"+36.0410983,-091.1011529",0.5737652156465,0.412548651772269,0.783081976700854,0.756911626719479,0.342518607393398
150,"AR, Lee",05077,"+34.7797500,-090.7792884",0.557757543692592,0.45517176057825,0.783027067498772,0.751206037259293,0.241625309434056
151,"AR, Lincoln",05079,"+33.9576649,-091.7276236",0.506828100965491,0.378022058670165,0.740750100007757,0.753782755080022,0.154757490104021
152,"AR, Little River",05081,"+33.6994970,-094.2297740",0.506669398145857,0.555001188617549,0.794561897576846,0.620529633493745,0.0565848728952891
153,"AR, Logan",05083,"+35.2185495,-093.7205628",0.483854276195092,0.183164681327671,0.872849548025778,0.633781325143209,0.24562155028371
154,"AR, Lonoke",05085,"+34.7551137,-091.8941320",0.479930768531821,0.263467050215959,0.743196449458437,0.64418022206258,0.268879352390309
155,"AR, Madison",05087,"+36.0125452,-093.7240531",0.525432188962478,0.299216390735446,0.787085709309772,0.575989225449713,0.439437430354982
156,"AR, Marion",05089,"+36.2666562,-092.6785880",0.464044255271157,0.237372975894303,0.718166922453301,0.420557925477875,0.480079197259147
157,"AR, Miller",05091,"+33.3055048,-093.9015091",0.42680404559119,0.305460775812501,0.747560647289752,0.599363737109185,0.0548310221533247
158,"AR, Mississippi",05093,"+35.7669426,-090.0522086",0.52997666084628,0.428610292246385,0.827038028805276,0.585651917277447,0.27860640505601
159,"AR, Monroe",05095,"+34.6795127,-091.2033140",0.516224476483826,0.391606863100422,0.726054701581415,0.767770651821123,0.179465689432344
160,"AR, Montgomery",05097,"+34.5456518,-093.6641468",0.455411377692594,0.337143904012156,0.69147939612046,0.544056329599963,0.248965881037798
161,"AR, Nevada",05099,"+33.6666991,-093.3050716",0.460985969002894,0.378210793835362,0.710775493612432,0.622186094949928,0.132771493613853
162,"AR, Newton",05101,"+35.9100625,-093.2150843",0.459988578522566,0.273538777519673,0.612222259825477,0.362857851420835,0.59133542532428
163,"AR, Ouachita",05103,"+33.5911582,-092.8784177",0.407112444581,0.372185769705522,0.680674850824931,0.49988402410175,0.0757051336917985
164,"AR, Perry",05105,"+34.9463629,-092.9268772",0.500685512979462,0.378430154782576,0.777176822841011,0.541111509233416,0.306023565060846
165,"AR, Phillips",05107,"+34.4258423,-090.8483856",0.546546237688679,0.441578783769503,0.694166771871278,0.808814085679879,0.241625309434056
166,"AR, Pike",05109,"+34.1581907,-093.6586589",0.422724428159156,0.277342868366455,0.75328903838929,0.589977122190814,0.0702886836900659
167,"AR, Poinsett",05111,"+35.5689809,-090.6805953",0.566158937582117,0.370933249515323,0.857674112364609,0.744672217071015,0.291356171377519
168,"AR, Polk",05113,"+34.4909149,-094.2308841",0.409910732415938,0.207026705730208,0.656784537659955,0.532921227588956,0.242910458684633
169,"AR, Pope",05115,"+35.4552965,-093.0315353",0.495847509147333,0.19451743583881,0.914051565216466,0.700131809026984,0.174689226507073
170,"AR, Prairie",05117,"+34.8282250,-091.5571995",0.562652337072358,0.392892595616673,0.849375388813429,0.828875674426984,0.179465689432344
171,"AR, Pulaski",05119,"+34.7739877,-092.3165149",0.428516047986836,0.235282195305716,0.673147670009385,0.593013968193816,0.212620358438425
172,"AR, Randolph",05121,"+36.3412985,-091.0284409",0.534005781877895,0.266189965656573,0.860956154013467,0.666358400448141,0.342518607393398
173,"AR, St. Francis",05123,"+35.0144383,-090.7421993",0.551870207386608,0.517141861044202,0.801358660519675,0.563197661982522,0.325782646000033
174,"AR, Saline",05125,"+34.6485246,-092.6744630",0.403650377102002,0.274101213264915,0.549647824393983,0.483871563358648,0.306980907390461
175,"AR, Scott",05127,"+34.8588693,-094.0636413",0.477608638352958,0.223194091829028,0.77896840667489,0.662493323717048,0.245778731190867
176,"AR, Searcy",05129,"+35.9096596,-092.6993507",0.433994930859361,0.427823074818027,0.649847858921376,0.348777929043279,0.309530860654762
177,"AR, Sebastian",05131,"+35.1969808,-094.2749890",0.455702592119299,0.327188020861448,0.709755699681648,0.587584455642994,0.198282192291104
178,"AR, Sevier",05133,"+33.9946083,-094.2432898",0.482269278010434,0.384549064957561,0.721465277154578,0.677861605004968,0.145201164924629
179,"AR, Sharp",05135,"+36.1733989,-091.4710689",0.423469372808885,0.23962084775831,0.715419827241353,0.372244466339205,0.366592349896673
180,"AR, Stone",05137,"+35.8569888,-092.1404941",0.472075046273847,0.411569672371867,0.750651970723204,0.38291944016794,0.343159101832375
181,"AR, Union",05139,"+33.1682186,-092.5981447",0.418291269767259,0.33518234055956,0.675660450468401,0.577369609996532,0.0849526780445417
182,"AR, Van Buren",05141,"+35.5829588,-092.5159772",0.508906624378574,0.370975377163364,0.695714933781936,0.668014861904324,0.300921324664673
183,"AR, Washington",05143,"+35.9712088,-094.2184168",0.445936506098316,0.246823684982051,0.634920522352304,0.508626459564938,0.39337535749397
184,"AR, White",05145,"+35.2547221,-091.7531583",0.488518527672206,0.233812432933096,0.872964575959504,0.65237050370704,0.194926598089181
185,"AR, Woodruff",05147,"+35.1890710,-091.2444178",0.555652178692165,0.429907141398696,0.767380568682894,0.78847642002341,0.236844584663659
186,"AR, Yell",05149,"+34.9977133,-093.4083032",0.512653309667799,0.268956577181505,0.914889900205187,0.693505963202252,0.173260798082251
187,"CA, Alameda",06001,"+37.6480811,-121.9133039",0.371157515849692,0.580531079686226,0.344347337207905,0.277641345183561,0.282110301321076
188,"CA, Alpine",06003,"+38.6176096,-119.7989986",0.360063897861269,0.338803240586269,0.351687906590473,0,0.749764444268333
189,"CA, Amador",06005,"+38.4435501,-120.6538563",0.397839794681787,0.269581076010655,0.621994367623953,0.49657033430908,0.203213400783459
190,"CA, Butte",06007,"+39.6659588,-121.6019188",0.456428443622087,0.462851140809116,0.471267733314676,0.574424022749681,0.317170877614877
191,"CA, Calaveras",06009,"+38.1878437,-120.5551154",0.406339490242187,0.299093763568764,0.442658365896062,0.266598268809008,0.617007562694913
192,"CA, Colusa",06011,"+39.1777385,-122.2375629",0.511489244219083,0.515497245328555,0.625407959400653,0.709977785247323,0.195073986899798
193,"CA, Contra Costa",06013,"+37.9194790,-121.9515431",0.401375421903755,0.626755318181605,0.415777326454219,0.280862242459472,0.282106800519722
194,"CA, Del Norte",06015,"+41.7499033,-123.9809983",0.368793925510036,0.411367467701504,0.369245428162489,0.289236575376842,0.40532623079931
195,"CA, El Dorado",06017,"+38.7855320,-120.5343981",0.380518752152875,0.292864842723061,0.496993835263268,0.264573704807006,0.467642625818167
196,"CA, Fresno",06019,"+36.7610058,-119.6550193",0.447760278582728,0.557101558465867,0.413515268864961,0.74503955273653,0.0753847342635555
197,"CA, Glenn",06021,"+39.6025462,-122.4016998",0.552353062379831,0.62475448878926,0.700771884967503,0.688811888862763,0.195073986899798
198,"CA, Humboldt",06023,"+40.7066731,-123.9258181",0.365561831275084,0.477444834994721,0.327207851863795,0.285095421736385,0.372499216505436
199,"CA, Imperial",06025,"+33.0408155,-115.3553946",0.389500910801534,0.17866639211557,0.608467082617815,0.757002885475629,0.0138672829971203
200,"CA, Inyo",06027,"+36.5619770,-117.4039269",0.303156880348913,0.33519005870233,0.451431669985048,0.339942701063333,0.0860630916449418
