row#,Name,FIPS,Source,ToxPi Score,Overall Physical Health,Mental Health & Deaths of Despair,Chronic Disease,Chronic Disease Prevention,Infectious Diseases,Child & Maternal Health,Access to Care
1,"AL, Autauga",01001,"+32.5363818,-086.6444901",0.529564690772324,0.629914941421923,0.479697631613461,0.369622766379881,0.236336377265913,0.717467711888208,0.701123319765374,0.572790087071509
2,"AL, Baldwin",01003,"+30.6592183,-087.7460666",0.488533044922905,0.382603113464934,0.476271845128535,0.445621001544231,0.318931443369225,0.64300893222357,0.612928417816852,0.54036656091299
3,"AL, Barbour",01005,"+31.8706701,-085.4054562",0.700011084739579,0.948483389504093,0.368961398208824,0.843370836090889,0.612648221343873,0.851761278530931,0.613760445193725,0.661092024304719
4,"AL, Bibb",01007,"+33.0158929,-087.1271475",0.604237651441893,0.757502808537955,0.635339444617804,0.46277299801456,0.418926900186271,0.652277659982654,0.791878305950427,0.510965442803579
5,"AL, Blount",01009,"+33.9774479,-086.5672464",0.637900806268068,0.688493018777082,0.607562797442728,0.626130597838076,0.580346190541093,0.588271945512982,0.64512147709124,0.729379616673277
6,"AL, Bullock",01011,"+32.1017589,-085.7172613",0.655422382139291,0.666185203017172,0.358776627577963,0.803827487315244,0.700649675162419,0.926734987515518,0.648321582386905,0.483461111999819
7,"AL, Butler",01013,"+31.7516670,-086.6819689",0.727741686459012,0.909966297544535,0.338962619259742,0.857654974630488,0.627186406796602,0.935746250614627,0.614144457829205,0.810530798537885
8,"AL, Calhoun",01015,"+33.7717061,-085.8225133",0.685836252794551,0.821858449687049,0.588582088539759,0.731579527906464,0.587887874244696,0.832039485576881,0.717571860985091,0.52133448262192
9,"AL, Chambers",01017,"+32.9179433,-085.3918121",0.755681660152082,0.908040442946558,0.490808290483491,0.840999338186632,0.568397619372132,0.840072382968086,0.79930255023637,0.842150996871303
10,"AL, Cherokee",01019,"+34.0695153,-085.6542417",0.639171861140714,0.857968223399133,0.542380265405216,0.840833884844474,0.54868020535187,0.543473094677412,0.494396517665428,0.646470836641467
11,"AL, Chilton",01021,"+32.8540595,-086.7266275",0.716158064049483,0.79329160648371,0.574323409656553,0.609419810280168,0.563218390804598,0.754594115856538,0.739524583313351,0.978734531951464
12,"AL, Choctaw",01023,"+31.9910082,-088.2488874",0.646815797787038,0.860536029529771,0.334240589239979,0.906243106110743,0.595747580755077,0.768806165087133,0.58220740697847,0.47992970680809
13,"AL, Clarke",01025,"+31.6855211,-087.8186244",0.720728465647753,0.841598459316322,0.53201031712652,0.890911096404147,0.609513425105629,0.825757347873502,0.635457159098332,0.70985145460982
14,"AL, Clay",01027,"+33.2678085,-085.8620510",0.63518275435342,0.867116032739528,0.371461296454581,0.847782925215089,0.569487983281087,0.659744135121916,0.515901225252296,0.614785682409444
15,"AL, Cleburne",01029,"+33.6719810,-085.5161090",0.588867452661334,0.86984432675333,0.394793680081645,0.718177807191705,0.54463677252283,0.512680321344456,0.498684658761619,0.58325460197375
16,"AL, Coffee",01031,"+31.4021833,-085.9892014",0.625853021399648,0.678863745787193,0.486364026935479,0.769633796602691,0.455090636499932,0.750886624752904,0.652417717165356,0.587714602053978
17,"AL, Colbert",01033,"+34.7031120,-087.8014569",0.662961245211409,0.835018456106564,0.507103923492869,0.783145819545555,0.517150515651265,0.765098673983499,0.771013619422693,0.462197708277421
18,"AL, Conecuh",01035,"+31.4282925,-086.9920291",0.714897697652057,0.939014604397368,0.360258048760633,0.934535627619678,0.701285720775976,0.903563168117809,0.615104489417904,0.550522224475027
19,"AL, Coosa",01037,"+32.9314453,-086.2434818",0.605865783640992,0.546300754293051,0.335073888655231,0.869347010809618,0.552950797328608,0.692699611598657,0.636417190687032,0.608271232114746
20,"AL, Covington",01039,"+31.2439873,-086.4487206",0.655148727340243,0.799711121810303,0.495067376383669,0.826053386278403,0.43728135932034,0.794861588676556,0.625088817940378,0.607977440972052
21,"AL, Crenshaw",01041,"+31.7328256,-086.3192219",0.646963409686243,0.877547745145242,0.353499064614698,0.821475843812045,0.552314751715052,0.888321260247316,0.587391577557447,0.448193624711904
22,"AL, Cullman",01043,"+34.1319229,-086.8692666",0.615985747206835,0.737281335259188,0.5855266573505,0.64008382969336,0.462859479351234,0.598570531911964,0.710851639864195,0.576726757017405
23,"AL, Dale",01045,"+31.4306536,-085.6094760",0.646011036115412,0.738404750441342,0.492474889313996,0.680013236267373,0.362000817772932,0.864016596345719,0.663618085700183,0.721548876966342
24,"AL, Dallas",01047,"+32.3335397,-087.1143556",0.742932485041448,0.969828277965014,0.36396160171731,0.848720494153982,0.669892326563991,0.896405650570516,0.786438126947797,0.665280917371523
25,"AL, DeKalb",01049,"+34.4609290,-085.8039920",0.713653834385524,0.853314074787354,0.634598734026468,0.814581954555482,0.688928263141157,0.536573041790094,0.691587005984293,0.775993766413819
26,"AL, Elmore",01051,"+32.5972286,-086.1427385",0.567463457321286,0.60953298025999,0.455809715042895,0.426979924994485,0.29962291581482,0.807683328743289,0.678018559530674,0.694596776862851
27,"AL, Escambia",01053,"+31.1217475,-087.1684290",0.774427670147949,0.930348258706468,0.651449899979348,0.853794396646812,0.685520875925674,0.788167507517218,0.806086773463179,0.705625978796946
28,"AL, Etowah",01055,"+34.0476377,-086.0344203",0.710459485761837,0.846092120044937,0.622469598093352,0.721100816236488,0.57089636999682,0.875859970704548,0.754309069779323,0.582488455477392
29,"AL, Fayette",01057,"+33.7322485,-087.7520486",0.667315151266796,0.912373615792008,0.616266146890918,0.838021178027796,0.525464540457044,0.597180222748102,0.596287870279395,0.585612484672312
