ToxPi Score,FIPS,Name,Source,Baseline.Health!1!0x88cceeff,Baseline.SocialEconomic!1!0x44aa99ff,Baseline.Infrastructure!1!0x117733ff,Baseline.Environment!1!0x332288ff,ClimateChange.Health!1!0xddcc77ff,ClimateChange.SocialEconomic!1!0x999933ff,ClimateChange.ExtremeEvents!1!0xcc6677ff
0.572400285499104,01001,"AL, Autauga","+32.5363818,-086.6444901",0.375817755232329,0.451271856592262,0.715715255041412,0.667672639049344,0.880497801513682,0.612178996754016,0.303647694310682
0.535794957869127,01003,"AL, Baldwin","+30.6592183,-087.7460666",0.410800208579782,0.363811171339283,0.620738743463728,0.580439527615384,0.602829666189476,0.688008946579487,0.48393644131675
0.659120612570693,01005,"AL, Barbour","+31.8706701,-085.4054562",0.828789109788704,0.828964608866492,0.709174515227223,0.48875424329285,0.829378777058725,0.587150341579271,0.341632692181588
0.60528301255587,01007,"AL, Bibb","+33.0158929,-087.1271475",0.486066740544442,0.47301841574746,0.864732592454547,0.51802811261301,0.902965684118435,0.623326065007313,0.368843477405881
0.622944381945416,01009,"AL, Blount","+33.9774479,-086.5672464",0.674070702460403,0.464694792475497,0.770206912293584,0.579033243049726,0.842663601378157,0.688898558938445,0.341042863022102
0.640404588658289,01011,"AL, Bullock","+32.1017589,-085.7172613",0.804505185390164,0.62352932159254,0.80391152352177,0.446713681472423,0.853254728600561,0.60484160818085,0.346076071849717
0.615582322701328,01013,"AL, Butler","+31.7516670,-086.6819689",0.849277849316694,0.481691555803652,0.682208047683712,0.477153469979474,0.843643127595258,0.667011134551699,0.308091073978811
0.661028116216903,01015,"AL, Calhoun","+33.7717061,-085.8225133",0.721059844082052,0.611254291245264,0.80543253668929,0.682106961749879,0.894578490884508,0.653747400957766,0.259017287909565
0.606966307106588,01017,"AL, Chambers","+32.9179433,-085.3918121",0.775961140856884,0.541175699183993,0.759866138990082,0.530488300131203,0.880620242290819,0.506039398107734,0.254613230185402
0.585749057566422,01019,"AL, Cherokee","+34.0695153,-085.6542417",0.637768999413328,0.440981665391133,0.845368624350389,0.512139017037686,0.718107657864546,0.6333823072049,0.312495131702974
0.633880017045298,01021,"AL, Chilton","+32.8540595,-086.7266275",0.739307842870143,0.509734657058346,0.772063983401791,0.524681781519036,1,0.571641485075101,0.31973036939267
0.639980412361652,01023,"AL, Choctaw","+31.9910082,-088.2488874",0.789942224402482,0.639464972719475,0.735683608327577,0.407306974045001,0.828338030453055,0.718659173242796,0.360467903341178
0.627610928318855,01025,"AL, Clarke","+31.6855211,-087.8186244",0.811137035165007,0.671133777169513,0.697199470600243,0.47949316278168,0.834704950864211,0.532888009219603,0.366720092431731
0.592810527745104,01027,"AL, Clay","+33.2678085,-085.8620510",0.737262718076566,0.436039179939721,0.742123122673775,0.393545153352255,0.93926937453974,0.57891191821943,0.322522227414238
0.589410805406832,01029,"AL, Cleburne","+33.6719810,-085.5161090",0.620420518589115,0.478282700886368,0.649163081014366,0.450863305389927,0.908536739478197,0.723219206411973,0.295390086077876
0.552597067916478,01031,"AL, Coffee","+31.4021833,-085.9892014",0.607302697083795,0.47804486682661,0.639976275026648,0.476246105749178,0.771280628306923,0.589203925641669,0.306124976780523
