row#,Name,FIPS,Source,ToxPi Score,Baseline.Health,Baseline.SocialEconomic,Baseline.Infrastructure,Baseline.Environment,ClimateChange.Health,ClimateChange.SocialEconomic,ClimateChange.ExtremeEvents
1,"AL, Autauga",01001,"+32.5363818,-086.6444901",0.542069311777788,0.50950437900606,0.457553021398443,0.78527280370167,0.639581904965777,0.548784951220781,0.577849483999419,0.275938638152363
2,"AL, Baldwin",01003,"+30.6592183,-087.7460666",0.535973959766779,0.477577826480114,0.359131614856098,0.614711933508282,0.531007447122553,0.556304542103927,0.691885071098779,0.5211992831977
3,"AL, Barbour",01005,"+31.8706701,-085.4054562",0.621145141894986,0.80010269288776,0.806935555010771,0.779464389158912,0.420926443446013,0.626091685263383,0.602559732565798,0.311935494932266
4,"AL, Bibb",01007,"+33.0158929,-087.1271475",0.551660992639623,0.636420984636613,0.497801633669272,0.765904533398868,0.452810899957775,0.586039255632131,0.584927578039574,0.337722063143129
5,"AL, Blount",01009,"+33.9774479,-086.5672464",0.586181756651033,0.691999540197918,0.531059421612013,0.825014907163615,0.454000063639321,0.621111509152838,0.668710317262672,0.311376537528852
6,"AL, Bullock",01011,"+32.1017589,-085.7172613",0.62346024595899,0.75544360683168,0.644097834403453,0.831715651733125,0.403565863709435,0.710004390017504,0.703248067646409,0.316146307371324
7,"AL, Butler",01013,"+31.7516670,-086.6819689",0.563225159053924,0.858868951165609,0.438758117553275,0.627985271985003,0.449191564606326,0.627510247936497,0.669130355647761,0.271131604482997
8,"AL, Calhoun",01015,"+33.7717061,-085.8225133",0.653129687954773,0.773056835719084,0.651859667169356,0.885592980158137,0.638164836403918,0.719162768679932,0.670426532925665,0.233644194627322
9,"AL, Chambers",01017,"+32.9179433,-085.3918121",0.589920157602482,0.878157712942203,0.600392891483223,0.733846389599269,0.509871121651396,0.680226846361125,0.497475495165001,0.229470646015159
10,"AL, Cherokee",01019,"+34.0695153,-085.6542417",0.574134801067502,0.691495615537317,0.45075506959617,0.771107868025991,0.388879002859114,0.74606865519924,0.6863143970511,0.284322999203583
11,"AL, Chilton",01021,"+32.8540595,-086.7266275",0.602378661049491,0.795766552830542,0.552622896134869,0.705712625609593,0.528963067892445,0.806348189420383,0.536057752106468,0.291179543352136
12,"AL, Choctaw",01023,"+31.9910082,-088.2488874",0.570452461701394,0.706872782157484,0.629959301511096,0.719367231145855,0.345676448297652,0.572659556009937,0.701665801224736,0.316966111562998
13,"AL, Clarke",01025,"+31.6855211,-087.8186244",0.586681295762017,0.840531892608036,0.659583912486678,0.684994955347618,0.474358732871273,0.620719942942564,0.503688574038759,0.322891060039194
14,"AL, Clay",01027,"+33.2678085,-085.8620510",0.569436595696222,0.669980078203928,0.471843415002672,0.687303525543931,0.329907301513539,0.884761896953629,0.648434677594224,0.293825275061632
15,"AL, Cleburne",01029,"+33.6719810,-085.5161090",0.58684378879258,0.617814159065851,0.517143963215061,0.650086915898953,0.460448234799867,0.776143744697986,0.818156269365782,0.268113234504558
16,"AL, Coffee",01031,"+31.4021833,-085.9892014",0.514503339337901,0.669628104163468,0.51593748888584,0.632165466732221,0.398315370076523,0.564712631641211,0.529472979033224,0.291291334832819
17,"AL, Colbert",01033,"+34.7031120,-087.8014569",0.571600731784682,0.72453853860649,0.490986805809581,0.748596232799495,0.633270432675746,0.492579138748464,0.5327080202606,0.378525953592398
18,"AL, Conecuh",01035,"+31.4282925,-086.9920291",0.600199956251523,0.805853539216398,0.626740056142345,0.741231389619551,0.465717355785126,0.611797603587476,0.635702105729371,0.314357643680397
19,"AL, Coosa",01037,"+32.9314453,-086.2434818",0.596351270121926,0.711231379358382,0.616585771197047,0.737318087838362,0.419122467836923,0.807083467409258,0.598533871221669,0.284583845991843
20,"AL, Covington",01039,"+31.2439873,-086.4487206",0.563678246521089,0.724137458861772,0.589199152106095,0.732283804390349,0.477435441802462,0.57700137788801,0.553318504786181,0.292371985812754
21,"AL, Crenshaw",01041,"+31.7328256,-086.3192219",0.547229591396313,0.69847135173648,0.513453108438597,0.705822025988184,0.315238191073689,0.626091685263383,0.675618727906141,0.295912049367713
22,"AL, Cullman",01043,"+34.1319229,-086.8692666",0.556007136917344,0.63683256081042,0.431620215464734,0.643691516586425,0.492294450911686,0.673694407566774,0.622124931114592,0.391791875966772
23,"AL, Dale",01045,"+31.4306536,-085.6094760",0.563052651514042,0.714346460660115,0.553970792262251,0.837756592569154,0.49861592337507,0.578294930124515,0.486469716759414,0.271914144847778
24,"AL, Dallas",01047,"+32.3335397,-087.1143556",0.635089256559211,0.869130725811338,0.668610504861174,0.942219992415262,0.597964954626671,0.535654510589719,0.571011000215675,0.261033107394639
25,"AL, DeKalb",01049,"+34.4609290,-085.8039920",0.609110962756775,0.80306185283314,0.562621998670795,0.711550978019718,0.445389990779333,0.667485356831549,0.689439243055659,0.384227319107227
26,"AL, Elmore",01051,"+32.5972286,-086.1427385",0.536123370622047,0.585420073581979,0.452635776138286,0.685333921555809,0.535309164650489,0.616196010654118,0.548966320123787,0.32900232764986
27,"AL, Escambia",01053,"+31.1217475,-087.1684290",0.630518425476859,0.90002550306773,0.583230472393701,0.755072028053212,0.527042184252696,0.584568658471565,0.714379018791852,0.349311113307259
28,"AL, Etowah",01055,"+34.0476377,-086.0344203",0.602804272827166,0.799413864329106,0.564620097089794,0.730833997039596,0.623344160039201,0.700794326921558,0.528709319523128,0.271914144847778
29,"AL, Fayette",01057,"+33.7322485,-087.7520486",0.540800399090897,0.683087082013536,0.604486002723374,0.794207761623465,0.271261915046007,0.537602622496616,0.618087175908557,0.276870233824721
30,"AL, Franklin",01059,"+34.4419884,-087.8428147",0.554579749102714,0.665374081526336,0.592254415373204,0.673730275606002,0.385136965306986,0.580937940269638,0.653796310469152,0.330828255167682
31,"AL, Geneva",01061,"+31.0908664,-085.8243464",0.556877413036378,0.795667499262923,0.607801338503657,0.760519829342553,0.304263255261008,0.54847855107307,0.579239045525478,0.302172372285957
32,"AL, Greene",01063,"+32.8444965,-087.9642005",0.626841059426988,0.753695613415602,0.748531074986324,0.923712630902722,0.470402324683749,0.527441339318445,0.696885530022978,0.267218902659095
33,"AL, Hale",01065,"+32.7527958,-087.6230608",0.596973994762429,0.80008262014935,0.633145714544326,0.788512005665135,0.463754707177367,0.541735091531828,0.690182078605414,0.261405745663583
34,"AL, Henry",01067,"+31.5169779,-085.2399712",0.53704668729155,0.620755258709935,0.526951409674766,0.639294981945079,0.44085810312438,0.611733255438175,0.620058106264477,0.299675695884039
35,"AL, Houston",01069,"+31.1581928,-085.2963976",0.576306797365518,0.747246160945747,0.584870864702698,0.723684770511834,0.628071632642156,0.567881834620648,0.532314775847832,0.250077542287712
36,"AL, Jackson",01071,"+34.7635224,-085.9774003",0.610254456956463,0.753712106088994,0.51048997674595,0.74346052246909,0.519076233214969,0.650087079250554,0.664483552642616,0.430471728283066
37,"AL, Jefferson",01073,"+33.5534439,-086.8965359",0.607855740686448,0.612607490151239,0.646394777867314,0.792244486314714,0.820811813749603,0.579248106390479,0.513994520055421,0.289688990276364
38,"AL, Lamar",01075,"+33.7870852,-088.0874309",0.558406842358907,0.664572415222346,0.549648022322227,0.711843435053996,0.398633180345344,0.522791408205816,0.711936530574681,0.349422904787942
39,"AL, Lauderdale",01077,"+34.9041221,-087.6509966",0.513609230779688,0.559906597000982,0.402899493842971,0.637715200104869,0.6238601717697,0.467742009194215,0.522528415646597,0.380612727898479
40,"AL, Lawrence",01079,"+34.5297759,-087.3218651",0.541745516279461,0.636668634269708,0.430778658864686,0.755389501712909,0.492219014807686,0.47745267000461,0.597372595318768,0.402337538977862
41,"AL, Lee",01081,"+32.6040644,-085.3530477",0.484219343039632,0.46481677196446,0.422029600210673,0.705127719957836,0.569417947191682,0.628743467348218,0.351409126622923,0.247990767981631
42,"AL, Limestone",01083,"+34.8102387,-086.9813995",0.56407157341541,0.552586625394244,0.48686879864017,0.661372884144955,0.673283824223041,0.545049566893127,0.631175324246634,0.398163990365699
43,"AL, Lowndes",01085,"+32.1478880,-086.6505859",0.635074382601089,0.788608356550635,0.634865764121884,0.881608774078206,0.490117459317262,0.581779058094483,0.754407205326119,0.314134060719031
44,"AL, Macon",01087,"+32.3870267,-085.6928870",0.571351735120543,0.727632537759949,0.619800744875085,0.826102593559861,0.486464228867042,0.600802203663104,0.460112731083793,0.278547106034965
45,"AL, Madison",01089,"+34.7642377,-086.5510803",0.508822577507214,0.378938163705545,0.345598560610993,0.635139445837316,0.744204668731389,0.551185106302591,0.529470377711566,0.377221719651097
46,"AL, Marengo",01091,"+32.2475911,-087.7910910",0.575649766646994,0.746212942449067,0.608130687028013,0.795308136676756,0.441022861694822,0.520520237702317,0.647296424148771,0.271057076829209
47,"AL, Marion",01093,"+34.1382194,-087.8815510",0.564563476844422,0.726085559460783,0.522674790088715,0.736883265163881,0.410900340170244,0.627511709926449,0.595420809549852,0.332467863551031
48,"AL, Marshall",01095,"+34.3095637,-086.3216681",0.594729273134841,0.729985134246168,0.529410971942187,0.697450577087081,0.456549957155846,0.656360807597604,0.673421398643021,0.419926065271976
49,"AL, Mobile",01097,"+30.6845730,-088.1965684",0.63693050870396,0.673870413180207,0.576514710408118,0.711826598310822,0.737844234755547,0.598797733073123,0.711756980000298,0.447902891199608
50,"AL, Monroe",01099,"+31.5803324,-087.3832656",0.567178957480436,0.814240807342434,0.503479779816592,0.770459439982446,0.371027804463557,0.618135577126788,0.559323515273377,0.33358577835786
51,"AL, Montgomery",01101,"+32.2036505,-086.2038308",0.5947692300922,0.683477993836003,0.642996846760211,0.763223885786046,0.733466992240435,0.584818494022115,0.488516869783543,0.266883528217046
52,"AL, Morgan",01103,"+34.4544844,-086.8464021",0.564788159586024,0.543159305565327,0.434560521263602,0.789523523282918,0.663540030380482,0.508232026832119,0.662209490318917,0.352292219458804
53,"AL, Perry",01105,"+32.6390053,-087.2938269",0.557286080757671,0.765093502540045,0.581255033085792,0.802446836524964,0.335377894081009,0.545550905898256,0.574658331094927,0.296620062078705
54,"AL, Pickens",01107,"+33.2968085,-088.0968780",0.597603724109461,0.850241622848408,0.689526030118694,0.727998689777757,0.407267041750948,0.546585912418722,0.68335777643189,0.278248995419811
55,"AL, Pike",01109,"+31.7987263,-085.9419965",0.559222205578725,0.675305784308046,0.482991261994601,0.760821441025041,0.512604178344806,0.646077067317388,0.533912584891139,0.302843121170055
56,"AL, Randolph",01111,"+33.2964753,-085.4640679",0.566047629381597,0.684024424963752,0.558787710310905,0.718840176652205,0.274919170093425,0.744322359679958,0.688918522850601,0.292521041120331
57,"AL, Russell",01113,"+32.2898113,-085.1869798",0.629365161907729,0.79383450968896,0.696174683030804,0.789322239335992,0.720422229204798,0.678351195618193,0.499806557978021,0.227644718497338
58,"AL, St. Clair",01115,"+33.7129627,-086.3156631",0.571307473102079,0.728891627105746,0.401722918478291,0.658097909354038,0.709976813164217,0.657266294163158,0.560811469244021,0.282385280205079
59,"AL, Shelby",01117,"+33.2629366,-086.6781042",0.455859141684437,0.348311625569929,0.134208906309413,0.561901370095622,0.716661281874168,0.606162970763577,0.52964445150156,0.294123385676786
60,"AL, Sumter",01119,"+32.5974811,-088.2000571",0.588969215934475,0.721398262897166,0.656653141436431,0.841199965020599,0.428372217058397,0.512177422927684,0.659916798069627,0.303066704131421
61,"AL, Talladega",01121,"+33.3692774,-086.1758045",0.664914703863116,0.821649939425199,0.632345935350155,0.882016407590488,0.641915091738502,0.72110309703469,0.656702883344887,0.298669572557892
62,"AL, Tallapoosa",01123,"+32.8633694,-085.7995532",0.608724982021339,0.814285969926271,0.653616387608312,0.838393955232485,0.48654827215245,0.723431491060399,0.472921917148575,0.271876881020884
63,"AL, Tuscaloosa",01125,"+33.2902022,-087.5228598",0.546975273411887,0.51974685574941,0.438609519595823,0.742003402601702,0.736071709600076,0.552665607930297,0.564089290868694,0.275640527537209
64,"AL, Walker",01127,"+33.7915714,-087.3010918",0.61478283267917,0.808153514030301,0.670437312929329,0.760606126781452,0.606203761227728,0.579127729020619,0.582964807743259,0.295986577021502
65,"AL, Washington",01129,"+31.4069737,-088.2020776",0.610750866271809,0.719643651679711,0.477495880278046,0.774149796097426,0.489423670633303,0.58217494850039,0.812669786692073,0.419698330021717
66,"AL, Wilcox",01131,"+31.9903296,-087.3022049",0.582770428565626,0.758482613880585,0.660149327358328,0.731370189012073,0.406499118033326,0.610301123027335,0.612430503014069,0.300160125633665
67,"AL, Winston",01133,"+34.1558884,-087.3641471",0.528840080954018,0.649452928907333,0.614359449151664,0.738911583033004,0.23296350781334,0.651186228006243,0.486265388904939,0.3287414808616
68,"AK, Aleutians East",02013,"+55.2437223,-161.9507485",0.325824860509855,0.267782589360441,0.527104811768299,0.64113589198431,0.0282550886763602,0.0479817867777938,0.262817927838338,0.505695927163442
69,"AK, Aleutians West",02016,"+51.9594469,+178.3388130",0.306896060681393,0.256235869839872,0.519660267455601,0.474726959831172,0.189597682030969,0.0305835091967988,0.315835125595857,0.361633010819483
70,"AK, Anchorage",02020,"+61.1775490,-149.2743541",0.374404182211813,0.293277198159938,0.52544146607822,0.472019742312844,0.643388115424444,0.0214639659294371,0.275359938427336,0.389878849150473
71,"AK, Bethel",02050,"+60.9289164,-160.1533502",0.429138835387473,0.708266470803335,0.804146810658018,0.66167446635751,0.0729381346294689,0.00930457490628815,0.140662096785722,0.60697929357197
72,"AK, Bristol Bay",02060,"+58.7313725,-156.9866122",0.265524754051221,0.363672931971368,0.444182004433011,0.361115023574861,0.030862420500549,0.00846376595255975,0.192603483333122,0.457773648593078
73,"AK, Denali",02068,"+63.6827316,-150.0267191",0.247699263808129,0.173633763138446,0.314611522135903,0.40057839563982,0.092275100169465,0.0463648464821623,0.336699528645764,0.369731690445341
74,"AK, Dillingham",02070,"+59.8248160,-158.6022333",0.335251515095649,0.585514177373413,0.679528706716371,0.482853729650482,0.057562594686095,0.00814037789343344,0.167987660065512,0.365173359284237
75,"AK, Fairbanks North Star",02090,"+64.6908322,-146.5998673",0.301486090872248,0.314832075310761,0.498703216648913,0.39976760176655,0.481527252623494,0.0454593599166086,0.158156482464574,0.211956647374834
76,"AK, Haines",02100,"+59.0999054,-135.5781024",0.230632669446325,0.187005777876373,0.364562869620983,0.327310470494111,0.048644500051118,0.013249909227629,0.255741553916722,0.417913604937337
77,"AK, ",02105,"+58.0764336,-135.1850997",0.317232403036842,0.549790379905994,0.413686013241992,0.571385940000447,0.0614681498807832,0.00885183162351131,0.167461852420908,0.447982654184257
78,"AK, Juneau",02110,"+58.3727004,-134.1787807",0.253641417375118,0.146381947231191,0.405469530418158,0.327784665741942,0.137703459695675,0.028901891289342,0.256969710543472,0.472278716706047
79,"AK, Kenai Peninsula",02122,"+60.3663727,-152.3219731",0.337638215315267,0.353645864600795,0.485413122617081,0.515411652615786,0.237346917888751,0.00949860774176393,0.299337779477346,0.462813562265349
80,"AK, Ketchikan Gateway",02130,"+55.4499378,-131.1066847",0.271880938541612,0.273195259815625,0.559200657918956,0.378094146740114,0.175172285752385,0.0200410584692813,0.139406444859287,0.358056716235635
81,"AK, Kodiak Island",02150,"+57.5536114,-153.6309109",0.282736428591789,0.227463676204493,0.582472912755519,0.345681575800844,0.23315057317221,0.0273496286055358,0.238058906099817,0.324977727504102
82,"AK, Lake and Peninsula",02164,"+58.2050652,-156.7051884",0.360475840531431,0.527752995696255,0.695069179291215,0.588167462391786,0.0271136366272085,0.00594133909137459,0.290301788930892,0.388984481691285
83,"AK, Matanuska-Susitna",02170,"+62.1821735,-149.4079740",0.320128808697711,0.358695482197365,0.548359403561791,0.420779629810379,0.25400041052911,0.0170012107134941,0.280991613110664,0.361073910961171
84,"AK, Nome",02180,"+64.7836858,-164.1889119",0.404755147676849,0.551854121988784,0.788515042228561,0.644059703577714,0.0598608974664885,0.00600601670319985,0.159355936997415,0.623634314775783
85,"AK, North Slope",02185,"+69.4493427,-153.4728302",0.335169712553384,0.488138207017811,0.583337912914439,0.434284445626344,0.1231157527903,0.0293546345721188,0.190866060248976,0.4970909747037
86,"AK, Northwest Arctic",02188,"+67.0050655,-160.0210864",0.398387496149374,0.649056920293511,0.727839871880274,0.637427053255186,0.125261802406016,0.00678214804510299,0.187289400408348,0.455055276757183
87,"AK, Petersburg",02195,"+56.6396123,-133.5279958",0.286041015540918,0.242777165135956,0.609048989378426,0.405926839596254,0.0417960407060177,0.0107274823664439,0.295163050686373,0.396847540916952
88,"AK, Prince of Wales-Hyder",02198,"+55.4156834,-132.8757340",0.315204412718952,0.433189934644244,0.581634099211069,0.545670287625368,0.0985758626653396,0.0107274823664439,0.20820110621064,0.328432116309556
89,"AK, Sitka",02220,"+57.1425085,-135.3326236",0.268378547084936,0.167965118194292,0.402922605769357,0.4652394890086,0.0627773723400208,0.0167425002661931,0.303629633764092,0.459373110251997
