ToxPi Score,FIPS,Name,Source,Costs of Climate Disasters!1!0x88cceeff,Economic & Productivity Losses!1!0x44aa99ff,Transition Risks!1!0x117733ff,Social Stressors!1!0x332288ff
0.481049256630829,01001,"AL, Autauga","+32.5363818,-086.6444901",0.475595946511354,0.507784482142341,0.827021121889253,0.113795475980368
0.538547334720732,01003,"AL, Baldwin","+30.6592183,-087.7460666",0.83216328639282,0.543324177997077,0.60560744057946,0.173094433913572
0.494075843790259,01005,"AL, Barbour","+31.8706701,-085.4054562",0.562071845680023,0.571206549861662,0.634871592972026,0.208153386647325
0.476931548695294,01007,"AL, Bibb","+33.0158929,-087.1271475",0.409075509728417,0.644601767589577,0.683185052110697,0.170863865352483
0.52634151626363,01009,"AL, Blount","+33.9774479,-086.5672464",0.473886103322823,0.74970360818862,0.601098184393184,0.280678169149893
0.556129660140409,01011,"AL, Bullock","+32.1017589,-085.7172613",0.765098822353563,0.530836194138253,0.711344896865807,0.217238727204012
0.520313085802804,01013,"AL, Butler","+31.7516670,-086.6819689",0.492592595137296,0.724988725361207,0.664595873546865,0.199075149165848
0.545026522345508,01015,"AL, Calhoun","+33.7717061,-085.8225133",0.610968039195263,0.569529993961509,0.712081101957444,0.287526954267814
0.461312930638766,01017,"AL, Chambers","+32.9179433,-085.3918121",0.486367719206199,0.402914959943661,0.652816592080675,0.303152451324528
0.565487267270582,01019,"AL, Cherokee","+34.0695153,-085.6542417",0.566323958973185,0.595030203863722,0.709780461046079,0.390814445199343
0.459298844577224,01021,"AL, Chilton","+32.8540595,-086.7266275",0.420660695489069,0.556274536123715,0.656405591902405,0.203854554793706
0.529807397692046,01023,"AL, Choctaw","+31.9910082,-088.2488874",0.477690194169604,0.764821605934453,0.748891356539289,0.127826434124837
0.436887396884879,01025,"AL, Clarke","+31.6855211,-087.8186244",0.495135140406185,0.469508870650043,0.660178642997044,0.122726933486246
0.519179412963402,01027,"AL, Clay","+33.2678085,-085.8620510",0.608168958287778,0.619032616978655,0.60661972258046,0.242896354006715
0.610268549419565,01029,"AL, Cleburne","+33.6719810,-085.5161090",0.688549418792749,0.78344029346763,0.677571488286965,0.291512997130916
0.463166909479016,01031,"AL, Coffee","+31.4021833,-085.9892014",0.398409482658277,0.516625491102732,0.718154793963449,0.219477870191605
